   2009      2     24   12.00     53904.00   0.30711E+02   0.00000E+00   0.30711E+02   0.30765E+02   0.30824E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.13988E+02   0.79650E+02  -0.16461E+03  -0.13460E+03   0.60423E-03   0.11251E-05   0.46726E-06       0.26     245.87     0.0000  0.00  -0.71898E-02   0.66405E-02    30.7619    30.7689    30.7742    30.7849    30.8109
   2009      2     25   12.00     53928.00   0.30724E+02   0.00000E+00   0.30724E+02   0.30780E+02   0.30838E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.14904E+02   0.81308E+02  -0.16758E+03  -0.13128E+03   0.48394E-03   0.72143E-06   0.17525E-06       0.26     232.09     0.0000  0.00  -0.36779E-02  -0.16728E-01    30.7769    30.7842    30.7896    30.8001    30.8249
   2009      2     26   12.00     53952.00   0.30685E+02   0.00000E+00   0.30685E+02   0.30743E+02   0.30802E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.15484E+02   0.82083E+02  -0.16938E+03  -0.12995E+03   0.70973E-03   0.15574E-05   0.80404E-06       0.26     224.90     0.0000  0.00  -0.33729E-02  -0.64882E-01    30.7397    30.7472    30.7527    30.7636    30.7888
   2009      2     27   12.00     53976.00   0.30503E+02   0.00000E+00   0.30503E+02   0.30560E+02   0.30620E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.15798E+02   0.81968E+02  -0.16935E+03  -0.13033E+03   0.78600E-03   0.19103E-05   0.11471E-05       0.26     219.56     0.0000  0.00  -0.40741E-02  -0.79906E-01    30.5571    30.5648    30.5703    30.5812    30.6065
   2009      2     28   12.00     54000.00   0.30421E+02   0.00000E+00   0.30421E+02   0.30477E+02   0.30537E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.15372E+02   0.79754E+02  -0.16606E+03  -0.13365E+03   0.72446E-03   0.16189E-05   0.82582E-06       0.26     226.77     0.0000  0.00  -0.45685E-02  -0.64686E-01    30.4739    30.4813    30.4868    30.4976    30.5234
   2009      3      1   12.00     54024.00   0.30393E+02   0.00000E+00   0.30393E+02   0.30450E+02   0.30507E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.16406E+02   0.78645E+02  -0.16413E+03  -0.12624E+03   0.62246E-03   0.12267E-05   0.46991E-06       0.26     212.05     0.0000  0.00  -0.10979E-02  -0.52917E-01    30.4468    30.4542    30.4596    30.4701    30.4948
   2009      3      2   12.00     54048.00   0.30166E+02   0.00000E+00   0.30166E+02   0.30224E+02   0.30280E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.16974E+02   0.77205E+02  -0.16230E+03  -0.12644E+03   0.60862E-03   0.11546E-05   0.42875E-06       0.26     206.78     0.0000  0.00  -0.18076E-02  -0.48546E-01    30.2203    30.2277    30.2331    30.2434    30.2673
   2009      3      3   12.00     54072.00   0.30109E+02   0.00000E+00   0.30109E+02   0.30164E+02   0.30221E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.16131E+02   0.75627E+02  -0.15969E+03  -0.12962E+03   0.61104E-03   0.11586E-05   0.43942E-06       0.26     215.07     0.0000  0.00  -0.44176E-02  -0.41304E-01    30.1607    30.1679    30.1732    30.1836    30.2086
   2009      3      4   12.00     54096.00   0.30150E+02   0.00000E+00   0.30150E+02   0.30202E+02   0.30259E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.15400E+02   0.73899E+02  -0.15585E+03  -0.13064E+03   0.56844E-03   0.97648E-06   0.31679E-06       0.25     220.64     0.0000  0.00  -0.48033E-02  -0.28428E-01    30.1991    30.2061    30.2113    30.2215    30.2467
   2009      3      5   12.00     54120.00   0.30287E+02   0.00000E+00   0.30287E+02   0.30341E+02   0.30398E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.15524E+02   0.75888E+02  -0.15886E+03  -0.12973E+03   0.65468E-03   0.12775E-05   0.55454E-06       0.25     221.07     0.0000  0.00  -0.66137E-02  -0.35375E-01    30.3375    30.3446    30.3498    30.3602    30.3855
   2009      3      6   12.00     54144.00   0.30282E+02   0.00000E+00   0.30282E+02   0.30336E+02   0.30391E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.15391E+02   0.75496E+02  -0.15839E+03  -0.12731E+03   0.76169E-03   0.17428E-05   0.10346E-05       0.25     214.18     0.0000  0.00  -0.10700E-01  -0.10529E-01    30.3325    30.3396    30.3449    30.3548    30.3788
   2009      3      7   12.00     54168.00   0.30294E+02   0.00000E+00   0.30294E+02   0.30348E+02   0.30403E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.15271E+02   0.74829E+02  -0.15684E+03  -0.12628E+03   0.60782E-03   0.12142E-05   0.60149E-06       0.25     212.35     0.0000  0.00  -0.74033E-02   0.15301E-01    30.3445    30.3515    30.3567    30.3666    30.3910
   2009      3      8   12.00     54192.00   0.30324E+02   0.00000E+00   0.30324E+02   0.30378E+02   0.30433E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.14580E+02   0.74250E+02  -0.15609E+03  -0.13009E+03   0.21906E-03   0.15654E-06   0.85432E-08       0.25     220.36     0.0000  0.00  -0.10423E-03   0.46933E-02    30.3751    30.3818    30.3869    30.3967    30.4210
   2009      3      9   12.00     54216.00   0.30417E+02   0.00000E+00   0.30417E+02   0.30475E+02   0.30531E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.15012E+02   0.78867E+02  -0.16120E+03  -0.12713E+03   0.17131E-03   0.97916E-07   0.42812E-08       0.25     214.74     0.0000  0.00   0.34102E-05  -0.22940E-03    30.4718    30.4788    30.4841    30.4942    30.5187
   2009      3     10   12.00     54240.00   0.30330E+02   0.00000E+00   0.30330E+02   0.30384E+02   0.30437E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.14979E+02   0.74153E+02  -0.15537E+03  -0.12452E+03   0.30920E-03   0.29159E-06   0.28583E-07       0.25     207.16     0.0000  0.00  -0.17505E-02  -0.38356E-02    30.3808    30.3876    30.3928    30.4024    30.4255
   2009      3     11   12.00     54264.00   0.30394E+02   0.00000E+00   0.30394E+02   0.30447E+02   0.30503E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.14730E+02   0.73929E+02  -0.15525E+03  -0.12899E+03   0.30829E-03   0.28546E-06   0.28493E-07       0.25     217.98     0.0000  0.00  -0.17277E-02  -0.44576E-02    30.4436    30.4503    30.4555    30.4657    30.4903
   2009      3     12   12.00     54288.00   0.30490E+02   0.00000E+00   0.30490E+02   0.30544E+02   0.30600E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.14781E+02   0.74644E+02  -0.15700E+03  -0.12667E+03   0.38838E-03   0.45047E-06   0.86537E-07       0.24     214.15     0.0000  0.00  -0.28155E-02   0.53546E-02    30.5408    30.5478    30.5529    30.5632    30.5875
   2009      3     13   12.00     54312.00   0.30509E+02   0.00000E+00   0.30509E+02   0.30563E+02   0.30619E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.15057E+02   0.76384E+02  -0.16006E+03  -0.13181E+03   0.53220E-03   0.86003E-06   0.23566E-06       0.24     222.59     0.0000  0.00  -0.52511E-02   0.54096E-02    30.5594    30.5665    30.5717    30.5818    30.6062
   2009      3     14   12.00     54336.00   0.30645E+02   0.00000E+00   0.30645E+02   0.30700E+02   0.30760E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.15852E+02   0.79917E+02  -0.16530E+03  -0.13440E+03   0.55588E-03   0.92848E-06   0.28295E-06       0.24     228.75     0.0000  0.00  -0.52405E-02  -0.18475E-01    30.6969    30.7041    30.7095    30.7202    30.7464
   2009      3     15   12.00     54360.00   0.30630E+02   0.00000E+00   0.30630E+02   0.30686E+02   0.30744E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.16207E+02   0.79983E+02  -0.16540E+03  -0.12946E+03   0.74815E-03   0.17080E-05   0.10242E-05       0.24     216.21     0.0000  0.00  -0.93469E-02  -0.39223E-01    30.6832    30.6906    30.6959    30.7063    30.7310
   2009      3     16   12.00     54384.00   0.30550E+02   0.00000E+00   0.30550E+02   0.30606E+02   0.30666E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.15914E+02   0.78932E+02  -0.16302E+03  -0.12902E+03   0.73795E-03   0.16312E-05   0.99226E-06       0.24     213.08     0.0000  0.00  -0.95054E-02  -0.36030E-01    30.6024    30.6097    30.6151    30.6262    30.6524
   2009      3     17   12.00     54408.00   0.30486E+02   0.00000E+00   0.30486E+02   0.30541E+02   0.30598E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.15545E+02   0.76774E+02  -0.15876E+03  -0.12295E+03   0.54319E-03   0.88079E-06   0.26854E-06       0.24     201.43     0.0000  0.00  -0.17941E-02  -0.36227E-01    30.5374    30.5447    30.5499    30.5604    30.5846
   2009      3     18   12.00     54432.00   0.30328E+02   0.00000E+00   0.30328E+02   0.30382E+02   0.30437E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.15566E+02   0.73956E+02  -0.15507E+03  -0.12170E+03   0.72688E-03   0.15867E-05   0.88395E-06       0.24     195.81     0.0000  0.00   0.24892E-03  -0.73477E-01    30.3788    30.3860    30.3912    30.4013    30.4252
   2009      3     19   12.00     54456.00   0.30220E+02   0.00000E+00   0.30220E+02   0.30275E+02   0.30329E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.16393E+02   0.74995E+02  -0.15801E+03  -0.12213E+03   0.72707E-03   0.16806E-05   0.88431E-06       0.24     195.32     0.0000  0.00  -0.95789E-03  -0.73842E-01    30.2718    30.2791    30.2844    30.2940    30.3171
   2009      3     20   12.00     54480.00   0.30063E+02   0.00000E+00   0.30063E+02   0.30118E+02   0.30176E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.15672E+02   0.74681E+02  -0.15864E+03  -0.12906E+03   0.49125E-03   0.73340E-06   0.18848E-06       0.23     205.97     0.0000  0.00  -0.27944E-02  -0.21817E-01    30.1144    30.1216    30.1269    30.1375    30.1634
   2009      3     21   12.00     54504.00   0.30138E+02   0.00000E+00   0.30138E+02   0.30192E+02   0.30250E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.15308E+02   0.76440E+02  -0.16148E+03  -0.13271E+03   0.53997E-03   0.88436E-06   0.25049E-06       0.23     216.05     0.0000  0.00  -0.51613E-02   0.13898E-01    30.1890    30.1962    30.2015    30.2119    30.2373
   2009      3     22   12.00     54528.00   0.30128E+02   0.00000E+00   0.30128E+02   0.30182E+02   0.30238E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.14937E+02   0.75622E+02  -0.16014E+03  -0.12932E+03   0.54149E-03   0.90908E-06   0.25447E-06       0.23     209.19     0.0000  0.00  -0.49524E-02   0.18827E-01    30.1791    30.1863    30.1916    30.2015    30.2260
   2009      3     23   12.00     54552.00   0.30086E+02   0.00000E+00   0.30086E+02   0.30142E+02   0.30197E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.14844E+02   0.74933E+02  -0.15926E+03  -0.12457E+03   0.48902E-03   0.72652E-06   0.16842E-06       0.23     199.39     0.0000  0.00  -0.44817E-02   0.31685E-02    30.1386    30.1458    30.1511    30.1609    30.1846
   2009      3     24   12.00     54576.00   0.29902E+02   0.00000E+00   0.29902E+02   0.29957E+02   0.30013E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.14562E+02   0.74524E+02  -0.15786E+03  -0.12249E+03   0.71545E-03   0.15324E-05   0.93272E-06       0.23     191.48     0.0000  0.00  -0.97244E-02  -0.18750E-01    29.9539    29.9612    29.9665    29.9766    30.0001
   2009      3     25   12.00     54600.00   0.29793E+02   0.00000E+00   0.29793E+02   0.29845E+02   0.29904E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.13773E+02   0.74446E+02  -0.15692E+03  -0.12833E+03   0.98659E-03   0.26987E-05   0.29847E-05       0.23     202.22     0.0000  0.00  -0.18206E-01  -0.44468E-01    29.8420    29.8491    29.8541    29.8650    29.8909
   2009      3     26   12.00     54624.00   0.29850E+02   0.00000E+00   0.29850E+02   0.29902E+02   0.29959E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.13731E+02   0.74403E+02  -0.15700E+03  -0.13107E+03   0.93270E-03   0.25756E-05   0.23618E-05       0.23     210.54     0.0000  0.00  -0.16649E-01  -0.10513E-01    29.8987    29.9057    29.9108    29.9210    29.9456
   2009      3     27   12.00     54648.00   0.30012E+02   0.00000E+00   0.30012E+02   0.30062E+02   0.30123E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.12778E+02   0.74557E+02  -0.15882E+03  -0.14014E+03   0.99328E-03   0.27746E-05   0.31543E-05       0.23     231.39     0.0000  0.00  -0.18944E-01   0.35131E-01    30.0585    30.0652    30.0702    30.0813    30.1082
   2009      3     28   12.00     54672.00   0.30387E+02   0.00000E+00   0.30387E+02   0.30440E+02   0.30502E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.12985E+02   0.79285E+02  -0.16700E+03  -0.14302E+03   0.76283E-03   0.18584E-05   0.14817E-05       0.22     242.06     0.0000  0.00  -0.11494E-01   0.28356E-01    30.4368    30.4439    30.4491    30.4602    30.4876
   2009      3     29   12.00     54696.00   0.30579E+02   0.00000E+00   0.30579E+02   0.30635E+02   0.30700E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.13127E+02   0.82904E+02  -0.17213E+03  -0.14425E+03   0.40790E-03   0.50036E-06   0.83103E-07       0.22     243.10     0.0000  0.00  -0.21690E-02   0.16750E-01    30.6319    30.6392    30.6447    30.6565    30.6843
   2009      3     30   12.00     54720.00   0.30852E+02   0.00000E+00   0.30852E+02   0.30909E+02   0.30974E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.12654E+02   0.85891E+02  -0.17607E+03  -0.14976E+03   0.26900E-03   0.23128E-06   0.19027E-07       0.22     255.64     0.0000  0.00  -0.11626E-02   0.29704E-02    30.9059    30.9130    30.9186    30.9304    30.9593
   2009      3     31   12.00     54744.00   0.31069E+02   0.00000E+00   0.31069E+02   0.31127E+02   0.31193E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.14426E+02   0.87607E+02  -0.17803E+03  -0.14084E+03   0.39563E-03   0.47947E-06   0.92993E-07       0.22     238.79     0.0000  0.00  -0.72240E-03  -0.21536E-01    31.1236    31.1311    31.1368    31.1490    31.1765
   2009      4      1   12.00     54768.00   0.30980E+02   0.00000E+00   0.30980E+02   0.31038E+02   0.31100E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.15572E+02   0.85858E+02  -0.17532E+03  -0.13533E+03   0.42555E-03   0.56310E-06   0.10393E-06       0.22     222.37     0.0000  0.00  -0.21208E-02  -0.15518E-01    31.0350    31.0426    31.0482    31.0596    31.0858
   2009      4      2   12.00     54792.00   0.30927E+02   0.00000E+00   0.30927E+02   0.30986E+02   0.31051E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.15000E+02   0.86172E+02  -0.17790E+03  -0.14160E+03   0.47637E-03   0.66229E-06   0.14901E-06       0.22     231.65     0.0000  0.00  -0.42392E-02  -0.28960E-02    30.9822    30.9899    30.9956    31.0078    31.0350
   2009      4      3   12.00     54816.00   0.30939E+02   0.00000E+00   0.30939E+02   0.30998E+02   0.31062E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.14423E+02   0.87149E+02  -0.17916E+03  -0.14339E+03   0.70326E-03   0.15320E-05   0.82888E-06       0.22     234.29     0.0000  0.00  -0.94242E-02   0.67602E-02    30.9942    31.0020    31.0077    31.0194    31.0472
   2009      4      4   12.00     54840.00   0.30918E+02   0.00000E+00   0.30918E+02   0.30977E+02   0.31042E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.14594E+02   0.87553E+02  -0.17702E+03  -0.13865E+03   0.83784E-03   0.20614E-05   0.14472E-05       0.22     225.01     0.0000  0.00  -0.13191E-01   0.17451E-01    30.9733    30.9811    30.9868    30.9989    31.0261
   2009      4      5   12.00     54864.00   0.30819E+02   0.00000E+00   0.30819E+02   0.30877E+02   0.30939E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.15048E+02   0.85011E+02  -0.17279E+03  -0.13523E+03   0.61936E-03   0.11746E-05   0.47010E-06       0.22     216.08     0.0000  0.00  -0.74559E-02   0.93207E-04    30.8740    30.8817    30.8873    30.8986    30.9242
   2009      4      6   12.00     54888.00   0.30711E+02   0.00000E+00   0.30711E+02   0.30769E+02   0.30828E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.15690E+02   0.82083E+02  -0.16789E+03  -0.12985E+03   0.68619E-03   0.13990E-05   0.75621E-06       0.21     205.57     0.0000  0.00  -0.91661E-02   0.16020E-03    30.7652    30.7728    30.7783    30.7893    30.8143
   2009      4      7   12.00     54912.00   0.30556E+02   0.00000E+00   0.30556E+02   0.30612E+02   0.30672E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.15391E+02   0.80561E+02  -0.16508E+03  -0.12931E+03   0.75605E-03   0.17106E-05   0.10016E-05       0.21     202.60     0.0000  0.00  -0.10524E-01   0.20586E-01    30.6087    30.6162    30.6216    30.6325    30.6581
   2009      4      8   12.00     54936.00   0.30474E+02   0.00000E+00   0.30474E+02   0.30530E+02   0.30588E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.14940E+02   0.79419E+02  -0.16344E+03  -0.13017E+03   0.63230E-03   0.12172E-05   0.47375E-06       0.21     203.57     0.0000  0.00  -0.62329E-02   0.31745E-01    30.5269    30.5343    30.5397    30.5502    30.5756
   2009      4      9   12.00     54960.00   0.30417E+02   0.00000E+00   0.30417E+02   0.30472E+02   0.30531E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.14814E+02   0.78528E+02  -0.16233E+03  -0.13127E+03   0.49640E-03   0.75789E-06   0.19418E-06       0.21     206.33     0.0000  0.00  -0.44324E-02   0.10137E-01    30.4689    30.4762    30.4815    30.4923    30.5187
   2009      4     10   12.00     54984.00   0.30475E+02   0.00000E+00   0.30475E+02   0.30529E+02   0.30589E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.14590E+02   0.79070E+02  -0.16414E+03  -0.13758E+03   0.45197E-03   0.62212E-06   0.13059E-06       0.21     219.81     0.0000  0.00  -0.33007E-02   0.11703E-01    30.5260    30.5332    30.5385    30.5493    30.5757
   2009      4     11   12.00     55008.00   0.30617E+02   0.00000E+00   0.30617E+02   0.30672E+02   0.30731E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.14654E+02   0.79498E+02  -0.16466E+03  -0.13469E+03   0.49915E-03   0.76136E-06   0.18442E-06       0.21     217.18     0.0000  0.00  -0.41341E-02   0.12758E-01    30.6685    30.6757    30.6810    30.6917    30.7173
   2009      4     12   12.00     55032.00   0.30614E+02   0.00000E+00   0.30614E+02   0.30670E+02   0.30730E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.14905E+02   0.80007E+02  -0.16442E+03  -0.13054E+03   0.51654E-03   0.77349E-06   0.20769E-06       0.21     207.66     0.0000  0.00  -0.50715E-02  -0.28504E-02    30.6667    30.6741    30.6795    30.6905    30.7165
   2009      4     13   12.00     55056.00   0.30538E+02   0.00000E+00   0.30538E+02   0.30595E+02   0.30653E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.15387E+02   0.81145E+02  -0.16713E+03  -0.12995E+03   0.74275E-03   0.16970E-05   0.10498E-05       0.21     203.48     0.0000  0.00  -0.10616E-01   0.11817E-01    30.5918    30.5993    30.6048    30.6153    30.6405
   2009      4     14   12.00     55080.00   0.30355E+02   0.00000E+00   0.30355E+02   0.30412E+02   0.30473E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.15005E+02   0.79879E+02  -0.16598E+03  -0.12700E+03   0.10378E-02   0.29274E-05   0.37446E-05       0.20     193.99     0.0000  0.00  -0.20290E-01   0.47101E-01    30.4092    30.4164    30.4216    30.4330    30.4579
   2009      4     15   12.00     55104.00   0.30189E+02   0.00000E+00   0.30189E+02   0.30248E+02   0.30309E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.13831E+02   0.79315E+02  -0.16662E+03  -0.13532E+03   0.91872E-03   0.25565E-05   0.25239E-05       0.20     207.61     0.0000  0.00  -0.13290E-01   0.68618E-01    30.2448    30.2516    30.2569    30.2680    30.2946
   2009      4     16   12.00     55128.00   0.30258E+02   0.00000E+00   0.30258E+02   0.30315E+02   0.30379E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.13758E+02   0.80884E+02  -0.16920E+03  -0.13956E+03   0.66499E-03   0.13454E-05   0.61724E-06       0.20     218.49     0.0000  0.00  -0.51292E-02   0.48857E-01    30.3117    30.3192    30.3247    30.3363    30.3645
   2009      4     17   12.00     55152.00   0.30299E+02   0.00000E+00   0.30299E+02   0.30355E+02   0.30414E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.14110E+02   0.78473E+02  -0.16404E+03  -0.13495E+03   0.56503E-03   0.95368E-06   0.30422E-06       0.20     211.82     0.0000  0.00  -0.57214E-02   0.61444E-02    30.3513    30.3586    30.3640    30.3747    30.4004
   2009      4     18   12.00     55176.00   0.30331E+02   0.00000E+00   0.30331E+02   0.30388E+02   0.30446E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.14909E+02   0.78373E+02  -0.16469E+03  -0.13054E+03   0.64677E-03   0.12491E-05   0.51655E-06       0.20     203.78     0.0000  0.00  -0.76860E-02   0.62762E-02    30.3843    30.3917    30.3971    30.4078    30.4329
   2009      4     19   12.00     55200.00   0.30241E+02   0.00000E+00   0.30241E+02   0.30297E+02   0.30358E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.14640E+02   0.79765E+02  -0.16721E+03  -0.13609E+03   0.75206E-03   0.16816E-05   0.93811E-06       0.20     210.95     0.0000  0.00  -0.97376E-02   0.33236E-01    30.2938    30.3013    30.3068    30.3180    30.3443
   2009      4     20   12.00     55224.00   0.30331E+02   0.00000E+00   0.30331E+02   0.30387E+02   0.30448E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.14254E+02   0.82962E+02  -0.17203E+03  -0.14133E+03   0.86002E-03   0.22703E-05   0.16104E-05       0.20     222.24     0.0000  0.00  -0.13743E-01   0.19592E-01    30.3840    30.3915    30.3970    30.4079    30.4349
   2009      4     21   12.00     55248.00   0.30322E+02   0.00000E+00   0.30322E+02   0.30379E+02   0.30444E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.14781E+02   0.83566E+02  -0.17422E+03  -0.13781E+03   0.10385E-02   0.29672E-05   0.36931E-05       0.20     213.69     0.0000  0.00  -0.21176E-01   0.20012E-01    30.3754    30.3828    30.3882    30.4003    30.4273
   2009      4     22   12.00     55272.00   0.30231E+02   0.00000E+00   0.30231E+02   0.30283E+02   0.30349E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.14612E+02   0.81819E+02  -0.17317E+03  -0.13831E+03   0.11763E-02   0.35178E-05   0.63052E-05       0.20     212.35     0.0000  0.00  -0.27717E-01   0.53354E-01    30.2804    30.2875    30.2924    30.3047    30.3320
   2009      4     23   12.00     55296.00   0.30227E+02   0.00000E+00   0.30227E+02   0.30281E+02   0.30349E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.13252E+02   0.80629E+02  -0.17040E+03  -0.14007E+03   0.12789E-02   0.38215E-05   0.93997E-05       0.19     217.56     0.0000  0.00  -0.34561E-01   0.45670E-01    30.2781    30.2849    30.2897    30.3023    30.3309
   2009      4     24   12.00     55320.00   0.30269E+02   0.00000E+00   0.30269E+02   0.30336E+02   0.30404E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.12516E+02   0.83404E+02  -0.17295E+03  -0.13928E+03   0.13971E-02   0.42916E-05   0.14034E-04       0.19     216.46     0.0000  0.00  -0.42454E-01   0.62134E-01    30.3328    30.3399    30.3446    30.3576    30.3863
   2009      4     25   12.00     55344.00   0.30199E+02   0.00000E+00   0.30199E+02   0.30266E+02   0.30337E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.12418E+02   0.88664E+02  -0.18168E+03  -0.14416E+03   0.12962E-02   0.39719E-05   0.10313E-04       0.19     220.53     0.0000  0.00  -0.34578E-01   0.85134E-01    30.2630    30.2701    30.2751    30.2886    30.3179
   2009      4     26   12.00     55368.00   0.30135E+02   0.00000E+00   0.30135E+02   0.30197E+02   0.30267E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.12294E+02   0.89144E+02  -0.18372E+03  -0.14744E+03   0.11712E-02   0.35988E-05   0.62431E-05       0.19     225.10     0.0000  0.00  -0.27242E-01   0.49402E-01    30.1937    30.2008    30.2060    30.2192    30.2481
   2009      4     27   12.00     55392.00   0.30117E+02   0.00000E+00   0.30117E+02   0.30180E+02   0.30251E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.12086E+02   0.85208E+02  -0.17808E+03  -0.14538E+03   0.11772E-02   0.34444E-05   0.65654E-05       0.19     223.09     0.0000  0.00  -0.27307E-01   0.60578E-01    30.1770    30.1837    30.1888    30.2025    30.2313
   2009      4     28   12.00     55416.00   0.30149E+02   0.00000E+00   0.30149E+02   0.30212E+02   0.30280E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.11846E+02   0.84054E+02  -0.17602E+03  -0.14297E+03   0.11318E-02   0.33636E-05   0.55241E-05       0.19     220.05     0.0000  0.00  -0.24895E-01   0.53315E-01    30.2087    30.2155    30.2206    30.2334    30.2621
   2009      4     29   12.00     55440.00   0.30117E+02   0.00000E+00   0.30117E+02   0.30176E+02   0.30244E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.11836E+02   0.86074E+02  -0.17877E+03  -0.14166E+03   0.11458E-02   0.34476E-05   0.56665E-05       0.19     215.86     0.0000  0.00  -0.25951E-01   0.45965E-01    30.1730    30.1801    30.1852    30.1979    30.2267
   2009      4     30   12.00     55464.00   0.30011E+02   0.00000E+00   0.30011E+02   0.30067E+02   0.30139E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.12098E+02   0.88081E+02  -0.18334E+03  -0.14587E+03   0.11804E-02   0.34972E-05   0.63165E-05       0.19     219.99     0.0000  0.00  -0.27250E-01   0.67168E-01    30.0637    30.0711    30.0763    30.0900    30.1197
   2009      5      1   12.00     55488.00   0.29942E+02   0.00000E+00   0.29942E+02   0.29999E+02   0.30072E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.11890E+02   0.89674E+02  -0.18545E+03  -0.14916E+03   0.12422E-02   0.38047E-05   0.80385E-05       0.19     224.90     0.0000  0.00  -0.29835E-01   0.92558E-01    29.9956    30.0029    30.0081    30.0221    30.0520
   2009      5      2   12.00     55512.00   0.29866E+02   0.00000E+00   0.29866E+02   0.29934E+02   0.30012E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.11574E+02   0.93004E+02  -0.19173E+03  -0.15348E+03   0.13667E-02   0.42438E-05   0.12540E-04       0.19     230.45     0.0000  0.00  -0.33117E-01   0.17171E+00    29.9310    29.9386    29.9439    29.9589    29.9905
   2009      5      3   12.00     55536.00   0.29754E+02   0.00000E+00   0.29754E+02   0.29829E+02   0.29910E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.11427E+02   0.95239E+02  -0.19642E+03  -0.15552E+03   0.15527E-02   0.49085E-05   0.22145E-04       0.18     231.80     0.0000  0.00  -0.40827E-01   0.27117E+00    29.8257    29.8340    29.8397    29.8566    29.8903
   2009      5      4   12.00     55560.00   0.29634E+02   0.00000E+00   0.29634E+02   0.29709E+02   0.29789E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.10523E+02   0.91797E+02  -0.18788E+03  -0.15113E+03   0.15946E-02   0.49613E-05   0.25022E-04       0.18     224.20     0.0000  0.00  -0.43673E-01   0.29383E+00    29.7051    29.7133    29.7189    29.7363    29.7710
