   2023      8      6   12.00     18384.00   0.17181E+02   0.00000E+00   0.17181E+02   0.17637E+02   0.18053E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.51487E+02   0.10597E+03  -0.19616E+03  -0.85554E+03   0.10689E-01   0.91237E-04   0.11401E+00       0.18      64.41     0.0000  0.00   0.14995E+00   0.16361E+02    17.6367    17.7014    17.7275    17.7689    17.9123
   2023      8      7   12.00     18408.00   0.17064E+02   0.00000E+00   0.17064E+02   0.17470E+02   0.17932E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.54068E+02   0.96020E+02  -0.18807E+03  -0.85618E+03   0.85982E-02   0.22274E-04   0.44297E-01       0.18      64.05     0.0000  0.00  -0.35518E-01   0.10446E+02    17.4607    17.5313    17.5565    17.6047    17.7633
   2023      8      8   12.00     18432.00   0.16637E+02   0.00000E+00   0.16637E+02   0.17011E+02   0.17495E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.52363E+02   0.88448E+02  -0.17868E+03  -0.89332E+03   0.67100E-02   0.11035E-04   0.19526E-01       0.18      56.38     0.0000  0.00  -0.38631E-01   0.64586E+01    16.9997    17.0685    17.0929    17.1444    17.3080
   2023      8      9   12.00     18456.00   0.17416E+02   0.00000E+00   0.17416E+02   0.17605E+02   0.18039E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.31584E+02   0.61174E+02  -0.13392E+03  -0.83087E+03   0.37241E-02   0.38955E-05   0.15170E-02       0.18      73.01     0.0000  0.00  -0.12062E-01   0.17751E+01    17.5987    17.6333    17.6489    17.6974    17.8781
   2023      8     10   12.00     18480.00   0.18633E+02   0.00000E+00   0.18633E+02   0.18809E+02   0.19192E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.34289E+02   0.67373E+02  -0.15937E+03  -0.74542E+03   0.30880E-02   0.33647E-05   0.53033E-03       0.18     114.35     0.0000  0.00  -0.15340E-01   0.10739E+01    18.8061    18.8326    18.8454    18.8884    19.0300
   2023      8     11   12.00     18504.00   0.19529E+02   0.00000E+00   0.19529E+02   0.19637E+02   0.19994E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.27333E+02   0.59520E+02  -0.15620E+03  -0.68091E+03   0.20903E-02   0.23697E-05   0.26932E-03       0.18     136.14     0.0000  0.00   0.88274E-02  -0.12266E+00    19.6334    19.6516    19.6632    19.7053    19.8441
   2023      8     12   12.00     18528.00   0.19897E+02   0.00000E+00   0.19897E+02   0.20160E+02   0.20513E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.32873E+02   0.81497E+02  -0.18329E+03  -0.63863E+03   0.46376E-02   0.49830E-05   0.34783E-02       0.18     134.50     0.0000  0.00   0.17288E-01  -0.28550E+01    20.1534    20.1979    20.2141    20.2535    20.3759
   2023      8     13   12.00     18552.00   0.20255E+02   0.00000E+00   0.20255E+02   0.20394E+02   0.20719E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.27015E+02   0.55131E+02  -0.14432E+03  -0.60042E+03   0.24238E-02   0.25238E-05   0.89221E-03       0.19      98.86     0.0000  0.00  -0.24726E-02  -0.13137E+00    20.3897    20.4139    20.4257    20.4632    20.5914
   2023      8     14   12.00     18576.00   0.19372E+02   0.00000E+00   0.19372E+02   0.19675E+02   0.20044E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.40001E+02   0.91379E+02  -0.19090E+03  -0.66887E+03   0.43429E-02   0.51289E-05   0.28040E-02       0.19      80.13     0.0000  0.00   0.65789E-02   0.25956E+01    19.6696    19.7156    19.7325    19.7729    19.9048
   2023      8     15   12.00     18600.00   0.19276E+02   0.00000E+00   0.19276E+02   0.19403E+02   0.19766E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.29493E+02   0.66273E+02  -0.16083E+03  -0.70177E+03   0.21360E-02   0.26473E-05   0.23935E-03       0.19     106.78     0.0000  0.00   0.10120E-01   0.99469E-01    19.3998    19.4191    19.4311    19.4735    19.6075
   2023      8     16   12.00     18624.00   0.18859E+02   0.00000E+00   0.18859E+02   0.19210E+02   0.19616E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.53046E+02   0.10612E+03  -0.21849E+03  -0.72284E+03   0.50179E-02   0.48231E-05   0.44997E-02       0.19     106.74     0.0000  0.00   0.86405E-01  -0.18527E+01    19.2069    19.2571    19.2747    19.3199    19.4596
   2023      8     17   12.00     18648.00   0.18425E+02   0.00000E+00   0.18425E+02   0.18677E+02   0.19074E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.42163E+02   0.81598E+02  -0.17876E+03  -0.76340E+03   0.41985E-02   0.42018E-05   0.68906E-02       0.19      96.50     0.0000  0.00  -0.35784E-01   0.73574E+00    18.6735    18.7101    18.7263    18.7703    18.9225
   2023      8     18   12.00     18672.00   0.18456E+02   0.00000E+00   0.18456E+02   0.18685E+02   0.19087E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.37787E+02   0.87489E+02  -0.17985E+03  -0.76405E+03   0.46793E-02   0.49329E-05   0.80228E-02       0.19     109.91     0.0000  0.00  -0.15870E-01   0.10741E+01    18.6802    18.7192    18.7352    18.7801    18.9310
   2023      8     19   12.00     18696.00   0.18374E+02   0.00000E+00   0.18374E+02   0.18717E+02   0.19143E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.44218E+02   0.10581E+03  -0.20663E+03  -0.76532E+03   0.55199E-02   0.65226E-05   0.12141E-01       0.19     111.76     0.0000  0.00   0.10004E-01   0.26080E+01    18.7126    18.7662    18.7849    18.8313    18.9771
   2023      8     20   12.00     18720.00   0.17214E+02   0.00000E+00   0.17214E+02   0.17715E+02   0.18175E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.57225E+02   0.10985E+03  -0.20738E+03  -0.84266E+03   0.10248E-01   0.32410E-04   0.73267E-01       0.19      76.93     0.0000  0.00  -0.29792E+00   0.10730E+02    17.7118    17.7927    17.8193    17.8656    18.0166
   2023      8     21   12.00     18744.00   0.16900E+02   0.00000E+00   0.16900E+02   0.17356E+02   0.17799E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.52753E+02   0.91882E+02  -0.17896E+03  -0.85802E+03   0.96410E-02   0.21315E-04   0.57046E-01       0.19      51.30     0.0000  0.00  -0.26498E+00   0.93840E+01    17.3518    17.4278    17.4520    17.4961    17.6442
   2023      8     22   12.00     18768.00   0.16849E+02   0.00000E+00   0.16849E+02   0.17123E+02   0.17604E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.41731E+02   0.74877E+02  -0.15159E+03  -0.87022E+03   0.61979E-02   0.78154E-05   0.13773E-01       0.19      53.34     0.0000  0.00  -0.72762E-01   0.48434E+01    17.1101    17.1696    17.1911    17.2446    17.4220
   2023      8     23   12.00     18792.00   0.18219E+02   0.00000E+00   0.18219E+02   0.18311E+02   0.18686E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.23159E+02   0.45588E+02  -0.10756E+03  -0.76090E+03   0.23764E-02   0.26515E-05   0.37245E-03       0.20      68.10     0.0000  0.00   0.14353E-01   0.44308E+00    18.3072    18.3243    18.3359    18.3782    18.5348
   2023      8     24   12.00     18816.00   0.18984E+02   0.00000E+00   0.18984E+02   0.19175E+02   0.19545E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.35933E+02   0.68692E+02  -0.14623E+03  -0.69069E+03   0.41833E-02   0.42970E-05   0.43568E-02       0.20      71.88     0.0000  0.00   0.65633E-01   0.15000E+01    19.1708    19.2035    19.2178    19.2590    19.3971
   2023      8     25   12.00     18840.00   0.18121E+02   0.00000E+00   0.18121E+02   0.18499E+02   0.18935E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.53104E+02   0.97047E+02  -0.18860E+03  -0.76017E+03   0.79254E-02   0.14846E-04   0.34455E-01       0.20      66.98     0.0000  0.00   0.24085E-01   0.86410E+01    18.4858    18.5653    18.5890    18.6336    18.7754
   2023      8     26   12.00     18864.00   0.17855E+02   0.00000E+00   0.17855E+02   0.18099E+02   0.18507E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.36231E+02   0.66044E+02  -0.14361E+03  -0.79051E+03   0.42778E-02   0.73200E-05   0.10460E-01       0.20      61.15     0.0000  0.00  -0.42539E-01   0.25066E+01    18.0938    18.1326    18.1493    18.1939    18.3421
   2023      8     27   12.00     18888.00   0.17220E+02   0.00000E+00   0.17220E+02   0.17711E+02   0.18212E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.67073E+02   0.11165E+03  -0.24004E+03  -0.84771E+03   0.60241E-02   0.77685E-05   0.11954E-01       0.20      90.76     0.0000  0.00  -0.82054E-03  -0.52134E+01    17.7017    17.7801    17.8057    17.8593    18.0238
   2023      8     28   12.00     18912.00   0.15697E+02   0.00000E+00   0.15697E+02   0.16310E+02   0.16890E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.78661E+02   0.11870E+03  -0.27830E+03  -0.10056E+04   0.57492E-02   0.81289E-05   0.99791E-02       0.20     142.27     0.0000  0.00   0.33860E-01  -0.46103E+01    16.3069    16.3837    16.4108    16.4736    16.6752
   2023      8     29   12.00     18936.00   0.15432E+02   0.00000E+00   0.15432E+02   0.15900E+02   0.16465E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.66600E+02   0.11693E+03  -0.25445E+03  -0.10190E+04   0.50353E-02   0.56273E-05   0.44424E-02       0.20     111.04     0.0000  0.00   0.59708E-01  -0.28250E+01    15.8946    15.9609    15.9851    16.0466    16.2413
   2023      8     30   12.00     18960.00   0.15647E+02   0.00000E+00   0.15647E+02   0.15835E+02   0.16347E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.36522E+02   0.70015E+02  -0.16167E+03  -0.99138E+03   0.29268E-02   0.32855E-05   0.93184E-03       0.20      62.50     0.0000  0.00   0.27310E-01  -0.42408E+00    15.8305    15.8602    15.8765    15.9345    16.1168
   2023      8     31   12.00     18984.00   0.16486E+02   0.00000E+00   0.16486E+02   0.16693E+02   0.17177E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.40970E+02   0.74823E+02  -0.16590E+03  -0.90720E+03   0.41058E-02   0.39371E-05   0.24740E-02       0.20      64.22     0.0000  0.00   0.68255E-01  -0.17090E+00    16.6889    16.7237    16.7405    16.7950    16.9824
   2023      9      1   12.00     19008.00   0.16648E+02   0.00000E+00   0.16648E+02   0.16899E+02   0.17346E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.36782E+02   0.78167E+02  -0.16448E+03  -0.88576E+03   0.44709E-02   0.44028E-05   0.42099E-02       0.21      49.22     0.0000  0.00  -0.14089E-01  -0.15858E+01    16.8941    16.9371    16.9545    17.0024    17.1706
   2023      9      2   12.00     19032.00   0.16239E+02   0.00000E+00   0.16239E+02   0.16534E+02   0.17041E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.38811E+02   0.82156E+02  -0.17108E+03  -0.91618E+03   0.49087E-02   0.52344E-05   0.73492E-02       0.21      43.34     0.0000  0.00  -0.31775E-01   0.16956E+01    16.5296    16.5784    16.5982    16.6543    16.8462
   2023      9      3   12.00     19056.00   0.15531E+02   0.00000E+00   0.15531E+02   0.16018E+02   0.16538E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.54642E+02   0.10476E+03  -0.19787E+03  -0.96822E+03   0.88885E-02   0.19094E-04   0.49525E-01       0.21      38.59     0.0000  0.00   0.17089E+00   0.10071E+02    16.0080    16.0982    16.1257    16.1782    16.3448
   2023      9      4   12.00     19080.00   0.15193E+02   0.00000E+00   0.15193E+02   0.15539E+02   0.16091E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.49295E+02   0.10017E+03  -0.19830E+03  -0.10168E+04   0.67306E-02   0.85686E-05   0.14529E-01       0.21      57.97     0.0000  0.00   0.15152E+00   0.33072E+01    15.5290    15.5964    15.6207    15.6814    15.8712
   2023      9      5   12.00     19104.00   0.15187E+02   0.00000E+00   0.15187E+02   0.15572E+02   0.16119E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.49312E+02   0.10993E+03  -0.21614E+03  -0.10305E+04   0.72227E-02   0.96880E-05   0.25851E-01       0.21     103.09     0.0000  0.00   0.16444E+00   0.46282E+01    15.5615    15.6371    15.6635    15.7218    15.9148
   2023      9      6   12.00     19128.00   0.14940E+02   0.00000E+00   0.14940E+02   0.15560E+02   0.16123E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.59905E+02   0.12953E+03  -0.24608E+03  -0.10341E+04   0.98419E-02   0.20777E-04   0.60571E-01       0.21      99.14     0.0000  0.00   0.32409E+00   0.73691E+01    15.5603    15.6496    15.6804    15.7384    15.9307
   2023      9      7   12.00     19152.00   0.13626E+02   0.00000E+00   0.13626E+02   0.14255E+02   0.14893E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.70700E+02   0.13591E+03  -0.27306E+03  -0.11490E+04   0.10194E-01   0.17781E-04   0.56105E-01       0.21      71.02     0.0000  0.00   0.39768E+00  -0.39041E+01    14.2519    14.3437    14.3763    14.4440    14.6468
   2023      9      8   12.00     19176.00   0.12663E+02   0.00000E+00   0.12663E+02   0.13247E+02   0.13925E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.63482E+02   0.11810E+03  -0.25428E+03  -0.12342E+04   0.88542E-02   0.15716E-04   0.44302E-01       0.21      77.19     0.0000  0.00   0.20446E+00  -0.85492E+01    13.2379    13.3405    13.3768    13.4489    13.6806
   2023      9      9   12.00     19200.00   0.13485E+02   0.00000E+00   0.13485E+02   0.13826E+02   0.14446E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.42319E+02   0.81514E+02  -0.20327E+03  -0.11801E+04   0.49470E-02   0.60088E-05   0.72846E-02       0.22     108.78     0.0000  0.00   0.20281E-01  -0.35570E+01    13.8137    13.8801    13.9060    13.9735    14.2097
   2023      9     10   12.00     19224.00   0.15544E+02   0.00000E+00   0.15544E+02   0.15659E+02   0.16164E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.31204E+02   0.55532E+02  -0.17832E+03  -0.10153E+04   0.19737E-02   0.25853E-05   0.89266E-04       0.22     125.34     0.0000  0.00  -0.27462E-02  -0.42135E+00    15.6544    15.6738    15.6885    15.7466    15.9442
   2023      9     11   12.00     19248.00   0.16526E+02   0.00000E+00   0.16526E+02   0.16627E+02   0.17089E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.36893E+02   0.64495E+02  -0.19873E+03  -0.93473E+03   0.17107E-02   0.24614E-05   0.25018E-04       0.22     120.27     0.0000  0.00   0.78811E-02  -0.24471E+00    16.6230    16.6403    16.6542    16.7082    16.8874
   2023      9     12   12.00     19272.00   0.16406E+02   0.00000E+00   0.16406E+02   0.16683E+02   0.17183E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.45734E+02   0.87325E+02  -0.22442E+03  -0.93141E+03   0.32173E-02   0.39575E-05   0.12858E-02       0.22     106.01     0.0000  0.00   0.26914E-02  -0.14934E+01    16.6799    16.7203    16.7382    16.7942    16.9691
   2023      9     13   12.00     19296.00   0.15987E+02   0.00000E+00   0.15987E+02   0.16201E+02   0.16701E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.43062E+02   0.83072E+02  -0.20223E+03  -0.96789E+03   0.31244E-02   0.38355E-05   0.80901E-03       0.22      85.34     0.0000  0.00  -0.23907E-01  -0.64563E+00    16.1964    16.2295    16.2464    16.3031    16.4932
   2023      9     14   12.00     19320.00   0.15827E+02   0.00000E+00   0.15827E+02   0.16055E+02   0.16565E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.46814E+02   0.78237E+02  -0.18928E+03  -0.96994E+03   0.32051E-02   0.36259E-05   0.65437E-03       0.22      68.43     0.0000  0.00  -0.17890E-01   0.10418E+01    16.0516    16.0860    16.1029    16.1603    16.3470
   2023      9     15   12.00     19344.00   0.15960E+02   0.00000E+00   0.15960E+02   0.16185E+02   0.16689E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.45773E+02   0.72643E+02  -0.19264E+03  -0.96622E+03   0.30319E-02   0.35344E-05   0.52057E-03       0.22      90.56     0.0000  0.00   0.18816E-01   0.10510E+01    16.1812    16.2143    16.2309    16.2879    16.4869
   2023      9     16   12.00     19368.00   0.16425E+02   0.00000E+00   0.16425E+02   0.16610E+02   0.17080E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.47604E+02   0.80088E+02  -0.20918E+03  -0.93524E+03   0.24799E-02   0.32803E-05   0.10531E-02       0.22     104.84     0.0000  0.00   0.19842E-02  -0.85997E+00    16.6042    16.6351    16.6522    16.7054    16.8880
   2023      9     17   12.00     19392.00   0.15196E+02   0.00000E+00   0.15196E+02   0.15640E+02   0.16215E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.67732E+02   0.11561E+03  -0.25852E+03  -0.10333E+04   0.53057E-02   0.68359E-05   0.61910E-02       0.22     100.22     0.0000  0.00  -0.32352E-01  -0.38079E+01    15.6308    15.7011    15.7280    15.7918    15.9948
   2023      9     18   12.00     19416.00   0.15365E+02   0.00000E+00   0.15365E+02   0.15576E+02   0.16116E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.42169E+02   0.72801E+02  -0.19543E+03  -0.10273E+04   0.29740E-02   0.35418E-05   0.81560E-03       0.23     100.88     0.0000  0.00   0.25114E-02  -0.10404E+01    15.5709    15.6046    15.6225    15.6849    15.8803
   2023      9     19   12.00     19440.00   0.15261E+02   0.00000E+00   0.15261E+02   0.15693E+02   0.16264E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.61938E+02   0.98269E+02  -0.22428E+03  -0.10047E+04   0.50511E-02   0.47614E-05   0.60806E-02       0.23      72.69     0.0000  0.00   0.91993E-01   0.20798E+01    15.6881    15.7490    15.7714    15.8355    16.0364
   2023      9     20   12.00     19464.00   0.14703E+02   0.00000E+00   0.14703E+02   0.15049E+02   0.15629E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.59354E+02   0.90143E+02  -0.21343E+03  -0.10597E+04   0.50375E-02   0.59243E-05   0.65597E-02       0.23      62.82     0.0000  0.00   0.71557E-01  -0.59444E+00    15.0411    15.1017    15.1246    15.1884    15.3912
   2023      9     21   12.00     19488.00   0.13867E+02   0.00000E+00   0.13867E+02   0.14309E+02   0.14952E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.65226E+02   0.10212E+03  -0.24281E+03  -0.11379E+04   0.56700E-02   0.77121E-05   0.10880E-01       0.23      81.61     0.0000  0.00   0.36444E-01  -0.46263E+01    14.2971    14.3793    14.4090    14.4796    14.7053
   2023      9     22   12.00     19512.00   0.14737E+02   0.00000E+00   0.14737E+02   0.14872E+02   0.15411E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.39253E+02   0.64548E+02  -0.18150E+03  -0.10748E+04   0.21625E-02   0.27329E-05   0.15374E-03       0.23      79.74     0.0000  0.00   0.13698E-01  -0.23477E+00    14.8669    14.8900    14.9063    14.9680    15.1777
   2023      9     23   12.00     19536.00   0.14786E+02   0.00000E+00   0.14786E+02   0.15094E+02   0.15644E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.56488E+02   0.91340E+02  -0.21953E+03  -0.10548E+04   0.42017E-02   0.42876E-05   0.22657E-02       0.23      70.95     0.0000  0.00   0.61492E-01   0.14767E+01    15.0883    15.1391    15.1598    15.2200    15.4365
   2023      9     24   12.00     19560.00   0.14483E+02   0.00000E+00   0.14483E+02   0.14777E+02   0.15366E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.51908E+02   0.80171E+02  -0.19753E+03  -0.10830E+04   0.42556E-02   0.41679E-05   0.23555E-02       0.23      76.03     0.0000  0.00   0.60113E-01   0.16369E+01    14.7689    14.8203    14.8418    14.9075    15.1260
