   2021      9      8   12.00      1656.00   0.17231E+02   0.00000E+00   0.17231E+02   0.17474E+02   0.18111E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.34634E+02   0.62616E+02  -0.16068E+03  -0.69421E+03   0.37965E-02   0.47205E-05   0.30021E-02       0.21      87.82     0.0000  0.00   0.17329E-01   0.17709E+01    17.4831    17.5062    17.5364    17.6340    17.8488
   2021      9      9   12.00      1680.00   0.18557E+02   0.00000E+00   0.18557E+02   0.18640E+02   0.19235E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.30650E+02   0.58142E+02  -0.17072E+03  -0.59371E+03   0.14606E-02   0.14490E-05   0.17415E-04       0.22     107.38     0.0000  0.00   0.82386E-02   0.60463E-01    18.6402    18.6510    18.6735    18.7719    18.9622
   2021      9     10   12.00      1704.00   0.18213E+02   0.00000E+00   0.18213E+02   0.18521E+02   0.19117E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.49986E+02   0.91338E+02  -0.23363E+03  -0.62180E+03   0.34298E-02   0.51252E-05   0.37342E-02       0.22     120.89     0.0000  0.00   0.17344E-01   0.16438E+01    18.5347    18.5582    18.5872    18.6798    18.8680
   2021      9     11   12.00      1728.00   0.16365E+02   0.00000E+00   0.16365E+02   0.16873E+02   0.17558E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.68958E+02   0.11925E+03  -0.26165E+03  -0.77792E+03   0.82353E-02   0.40714E-04   0.38156E-01       0.22      97.57     0.0000  0.00   0.78863E-01   0.72772E+01    16.8993    16.9362    16.9818    17.0815    17.2837
   2021      9     12   12.00      1752.00   0.16250E+02   0.00000E+00   0.16250E+02   0.16587E+02   0.17299E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.50446E+02   0.88150E+02  -0.19640E+03  -0.77530E+03   0.61679E-02   0.16246E-04   0.12993E-01       0.22      60.87     0.0000  0.00   0.11304E+00   0.17435E+01    16.6010    16.6294    16.6683    16.7773    17.0043
   2021      9     13   12.00      1776.00   0.16440E+02   0.00000E+00   0.16440E+02   0.16718E+02   0.17430E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.42354E+02   0.74054E+02  -0.18116E+03  -0.76020E+03   0.42448E-02   0.52839E-05   0.50163E-02       0.22      66.70     0.0000  0.00   0.77615E-01  -0.12628E+01    16.7319    16.7568    16.7905    16.8997    17.1308
   2021      9     14   12.00      1800.00   0.17434E+02   0.00000E+00   0.17434E+02   0.17533E+02   0.18156E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.34905E+02   0.57780E+02  -0.16782E+03  -0.68141E+03   0.20330E-02   0.22284E-05   0.65867E-04       0.22      62.42     0.0000  0.00   0.17560E-01   0.81316E-01    17.5342    17.5471    17.5704    17.6687    17.8784
   2021      9     15   12.00      1824.00   0.17358E+02   0.00000E+00   0.17358E+02   0.17460E+02   0.18092E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.39862E+02   0.64138E+02  -0.19209E+03  -0.69861E+03   0.17329E-02   0.20335E-05   0.42950E-04       0.22      71.72     0.0000  0.00   0.13249E-01   0.60381E-01    17.4612    17.4742    17.4993    17.6002    17.8172
   2021      9     16   12.00      1848.00   0.16826E+02   0.00000E+00   0.16826E+02   0.17140E+02   0.17866E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.46056E+02   0.86160E+02  -0.22680E+03  -0.73198E+03   0.32136E-02   0.41437E-05   0.25650E-02       0.22      79.73     0.0000  0.00   0.14734E-01  -0.14066E+01    17.1540    17.1804    17.2129    17.3271    17.5512
   2021      9     17   12.00      1872.00   0.14999E+02   0.00000E+00   0.14999E+02   0.15547E+02   0.16361E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.65789E+02   0.12065E+03  -0.26812E+03  -0.88165E+03   0.64459E-02   0.13524E-04   0.14291E-01       0.22      51.82     0.0000  0.00  -0.87337E-02  -0.45824E+01    15.5733    15.6124    15.6608    15.7808    16.0119
   2021      9     18   12.00      1896.00   0.14789E+02   0.00000E+00   0.14789E+02   0.15070E+02   0.15944E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.47769E+02   0.77110E+02  -0.20473E+03  -0.91415E+03   0.31747E-02   0.41725E-05   0.29486E-02       0.23      67.36     0.0000  0.00  -0.69170E-02  -0.14340E+01    15.0815    15.1080    15.1467    15.2850    15.5583
   2021      9     19   12.00      1920.00   0.15910E+02   0.00000E+00   0.15910E+02   0.16022E+02   0.16835E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.49020E+02   0.73518E+02  -0.20688E+03  -0.81700E+03   0.16019E-02   0.17606E-05   0.23511E-04       0.23      54.52     0.0000  0.00   0.76206E-02   0.15881E+00    16.0223    16.0369    16.0669    16.2036    16.4610
   2021      9     20   12.00      1944.00   0.15416E+02   0.00000E+00   0.15416E+02   0.15717E+02   0.16506E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.65929E+02   0.99875E+02  -0.26203E+03  -0.87788E+03   0.30990E-02   0.53859E-05   0.38626E-02       0.23     122.43     0.0000  0.00  -0.10116E-01  -0.15343E+01    15.7289    15.7546    15.7922    15.9127    16.1771
   2021      9     21   12.00      1968.00   0.14686E+02   0.00000E+00   0.14686E+02   0.15287E+02   0.16167E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.89102E+02   0.13100E+03  -0.31529E+03  -0.93025E+03   0.55369E-02   0.94637E-05   0.84161E-02       0.23     142.08     0.0000  0.00   0.37373E-01  -0.30887E+01    15.3175    15.3587    15.4066    15.5391    15.7901
   2021      9     22   12.00      1992.00   0.13012E+02   0.00000E+00   0.13012E+02   0.13684E+02   0.14691E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.10439E+03   0.13259E+03  -0.31196E+03  -0.10523E+04   0.75863E-02   0.17793E-04   0.24631E-01       0.23      51.82     0.0000  0.00   0.23323E+00  -0.17068E+01    13.7211    13.7701    13.8275    13.9764    14.2679
   2021      9     23   12.00      2016.00   0.11702E+02   0.00000E+00   0.11702E+02   0.12283E+02   0.13342E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.98836E+02   0.12861E+03  -0.31577E+03  -0.11821E+04   0.78090E-02   0.18583E-04   0.25241E-01       0.23      62.87     0.0000  0.00   0.24902E+00   0.41188E+00    12.3124    12.3607    12.4216    12.5787    12.8906
   2021      9     24   12.00      2040.00   0.11836E+02   0.00000E+00   0.11836E+02   0.12248E+02   0.13374E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.73082E+02   0.93516E+02  -0.27087E+03  -0.11713E+04   0.46322E-02   0.56681E-05   0.38399E-02       0.23      66.40     0.0000  0.00   0.84327E-01   0.12151E+01    12.2659    12.3057    12.3594    12.5356    12.8661
   2021      9     25   12.00      2064.00   0.13430E+02   0.00000E+00   0.13430E+02   0.13576E+02   0.14557E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.52189E+02   0.67960E+02  -0.23707E+03  -0.10497E+04   0.21951E-02   0.24608E-05   0.92338E-04       0.23      94.30     0.0000  0.00   0.19714E-01   0.80807E-01    13.5777    13.5971    13.6337    13.7928    14.1071
   2021      9     26   12.00      2088.00   0.14351E+02   0.00000E+00   0.14351E+02   0.14482E+02   0.15426E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.55842E+02   0.74781E+02  -0.24564E+03  -0.96110E+03   0.18579E-02   0.20948E-05   0.38540E-04       0.24      81.28     0.0000  0.00   0.13969E-01  -0.38953E-01    14.4829    14.5005    14.5347    14.6883    15.0001
   2021      9     27   12.00      2112.00   0.14081E+02   0.00000E+00   0.14081E+02   0.14334E+02   0.15277E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.61697E+02   0.82324E+02  -0.25888E+03  -0.98197E+03   0.28772E-02   0.32839E-05   0.74430E-03       0.24      79.51     0.0000  0.00   0.25599E-01  -0.66430E+00    14.3432    14.3690    14.4072    14.5577    14.8524
   2021      9     28   12.00      2136.00   0.14059E+02   0.00000E+00   0.14059E+02   0.14266E+02   0.15234E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.58878E+02   0.77881E+02  -0.25924E+03  -0.99069E+03   0.24566E-02   0.31148E-05   0.46319E-03       0.24      87.34     0.0000  0.00   0.18163E-01  -0.37599E+00    14.2710    14.2923    14.3308    14.4895    14.7920
   2021      9     29   12.00      2160.00   0.13547E+02   0.00000E+00   0.13547E+02   0.13876E+02   0.14897E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.76770E+02   0.90952E+02  -0.27396E+03  -0.10149E+04   0.39157E-02   0.47120E-05   0.21794E-02       0.24      41.08     0.0000  0.00   0.66487E-01   0.72890E-01    13.8882    13.9182    13.9618    14.1284    14.4293
   2021      9     30   12.00      2184.00   0.11245E+02   0.00000E+00   0.11245E+02   0.11988E+02   0.13057E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.10794E+03   0.13501E+03  -0.33955E+03  -0.12022E+04   0.91179E-02   0.60411E-04   0.62503E-01       0.24      58.21     0.0000  0.00   0.26536E+00  -0.61524E+01    12.0281    12.0844    12.1537    12.3126    12.6569
   2021     10      1   12.00      2208.00   0.10446E+02   0.00000E+00   0.10446E+02   0.11151E+02   0.12291E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.10189E+03   0.13497E+03  -0.33945E+03  -0.12889E+04   0.96115E-02   0.66219E-04   0.61966E-01       0.24      83.15     0.0000  0.00   0.32217E+00  -0.33318E+01    11.1844    11.2362    11.3065    11.4786    11.8221
   2021     10      2   12.00      2232.00   0.10032E+02   0.00000E+00   0.10032E+02   0.10758E+02   0.11891E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.10855E+03   0.12848E+03  -0.34867E+03  -0.13220E+04   0.99239E-02   0.53012E-04   0.62418E-01       0.24      88.60     0.0000  0.00   0.38531E+00   0.28208E+01    10.7930    10.8455    10.9181    11.0843    11.4443
   2021     10      3   12.00      2256.00   0.10154E+02   0.00000E+00   0.10154E+02   0.10766E+02   0.11952E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.92805E+02   0.10714E+03  -0.30053E+03  -0.12999E+04   0.73232E-02   0.16101E-04   0.23467E-01       0.24      65.12     0.0000  0.00   0.23195E+00   0.81298E+00    10.7977    10.8513    10.9157    11.0915    11.4636
   2021     10      4   12.00      2280.00   0.11016E+02   0.00000E+00   0.11016E+02   0.11529E+02   0.12643E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.88264E+02   0.10246E+03  -0.25513E+03  -0.12111E+04   0.71930E-02   0.17442E-04   0.21771E-01       0.25      28.13     0.0000  0.00   0.21207E+00   0.17912E+01    11.5530    11.5970    11.6589    11.8296    12.1643
   2021     10      5   12.00      2304.00   0.11888E+02   0.00000E+00   0.11888E+02   0.12361E+02   0.13329E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.73590E+02   0.91961E+02  -0.20906E+03  -0.11323E+04   0.83799E-02   0.33773E-04   0.35559E-01       0.25      31.48     0.0000  0.00   0.23024E+00   0.46034E+01    12.3817    12.4213    12.4771    12.6177    12.9122
   2021     10      6   12.00      2328.00   0.13178E+02   0.00000E+00   0.13178E+02   0.13666E+02   0.14556E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.66623E+02   0.94342E+02  -0.20881E+03  -0.10109E+04   0.87059E-02   0.50927E-04   0.48859E-01       0.25      34.57     0.0000  0.00   0.11048E+00   0.80961E+01    13.6884    13.7258    13.7799    13.9103    14.1728
   2021     10      7   12.00      2352.00   0.13255E+02   0.00000E+00   0.13255E+02   0.13732E+02   0.14659E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.72375E+02   0.99913E+02  -0.22513E+03  -0.10066E+04   0.79250E-02   0.32202E-04   0.33801E-01       0.25      28.95     0.0000  0.00   0.13833E+00   0.59757E+01    13.7579    13.7973    13.8528    13.9933    14.2965
   2021     10      8   12.00      2376.00   0.13246E+02   0.00000E+00   0.13246E+02   0.13703E+02   0.14630E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.74622E+02   0.10036E+03  -0.22604E+03  -0.10151E+04   0.73674E-02   0.13602E-04   0.18608E-01       0.25      35.11     0.0000  0.00   0.21839E+00   0.12769E+01    13.7252    13.7650    13.8161    13.9556    14.2440
   2021     10      9   12.00      2400.00   0.13103E+02   0.00000E+00   0.13103E+02   0.13625E+02   0.14535E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.81281E+02   0.10901E+03  -0.24598E+03  -0.10301E+04   0.79452E-02   0.16752E-04   0.23449E-01       0.25      33.97     0.0000  0.00   0.25336E+00  -0.81398E+00    13.6475    13.6862    13.7398    13.8736    14.1351
   2021     10     10   12.00      2424.00   0.12284E+02   0.00000E+00   0.12284E+02   0.12828E+02   0.13842E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.90317E+02   0.11015E+03  -0.26684E+03  -0.11009E+04   0.75660E-02   0.14319E-04   0.19894E-01       0.25      21.64     0.0000  0.00   0.23423E+00  -0.38358E+00    12.8545    12.8977    12.9545    13.1079    13.4069
   2021     10     11   12.00      2448.00   0.12234E+02   0.00000E+00   0.12234E+02   0.12617E+02   0.13653E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.73973E+02   0.87697E+02  -0.22456E+03  -0.11118E+04   0.54059E-02   0.68310E-05   0.61611E-02       0.25      29.59     0.0000  0.00   0.12584E+00   0.52771E+00    12.6336    12.6718    12.7229    12.8834    13.2247
   2021     10     12   12.00      2472.00   0.13868E+02   0.00000E+00   0.13868E+02   0.14034E+02   0.14995E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.50199E+02   0.64195E+02  -0.18224E+03  -0.97298E+03   0.29690E-02   0.29996E-05   0.38042E-03       0.26      29.02     0.0000  0.00   0.37931E-01   0.13471E-01    14.0380    14.0591    14.0958    14.2531    14.5435
   2021     10     13   12.00      2496.00   0.14347E+02   0.00000E+00   0.14347E+02   0.14471E+02   0.15393E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.53108E+02   0.65927E+02  -0.19644E+03  -0.93354E+03   0.19612E-02   0.20597E-05   0.56967E-04       0.26      13.34     0.0000  0.00   0.15302E-01  -0.14819E+00    14.4721    14.4887    14.5222    14.6714    14.9618
   2021     10     14   12.00      2520.00   0.14148E+02   0.00000E+00   0.14148E+02   0.14340E+02   0.15308E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.64003E+02   0.77001E+02  -0.21637E+03  -0.95273E+03   0.28776E-02   0.29751E-05   0.49432E-03       0.26      21.71     0.0000  0.00   0.37827E-01   0.86684E-01    14.3450    14.3667    14.4044    14.5641    14.8456
   2021     10     15   12.00      2544.00   0.12845E+02   0.00000E+00   0.12845E+02   0.13286E+02   0.14336E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.87752E+02   0.10160E+03  -0.28214E+03  -0.10634E+04   0.48040E-02   0.56831E-05   0.30617E-02       0.26      20.97     0.0000  0.00   0.96726E-01   0.83677E-01    13.3052    13.3426    13.3924    13.5581    13.8567
   2021     10     16   12.00      2568.00   0.10801E+02   0.00000E+00   0.10801E+02   0.11396E+02   0.12578E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.10738E+03   0.11345E+03  -0.32333E+03  -0.12405E+04   0.64701E-02   0.97397E-05   0.11180E-01       0.26      14.17     0.0000  0.00   0.17414E+00   0.39187E-01    11.4252    11.4753    11.5386    11.7189    12.0727
   2021     10     17   12.00      2592.00   0.96558E+01   0.00000E+00   0.96558E+01   0.10380E+02   0.11558E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.10872E+03   0.11488E+03  -0.30940E+03  -0.13252E+04   0.79898E-02   0.48100E-04   0.44872E-01       0.26      26.46     0.0000  0.00   0.12691E+00  -0.58191E+01    10.4165    10.4744    10.5465    10.7191    11.0958
   2021     10     18   12.00      2616.00   0.96161E+01   0.00000E+00   0.96161E+01   0.10213E+02   0.11396E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.97799E+02   0.10047E+03  -0.29209E+03  -0.13387E+04   0.66347E-02   0.42698E-04   0.35430E-01       0.26      21.67     0.0000  0.00   0.60133E-01  -0.52278E+01    10.2383    10.2892    10.3615    10.5451    10.9379
   2021     10     19   12.00      2640.00   0.10065E+02   0.00000E+00   0.10065E+02   0.10546E+02   0.11807E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.87783E+02   0.87783E+02  -0.26335E+03  -0.12908E+04   0.53567E-02   0.58223E-05   0.56766E-02       0.26      13.08     0.0000  0.00   0.11592E+00   0.11519E+01    10.5666    10.6170    10.6824    10.8803    11.2828
   2021     10     20   12.00      2664.00   0.10979E+02   0.00000E+00   0.10979E+02   0.11448E+02   0.12575E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.74479E+02   0.81503E+02  -0.23693E+03  -0.12060E+04   0.50997E-02   0.63839E-05   0.52842E-02       0.27      15.84     0.0000  0.00   0.82055E-01   0.20167E+01    11.4694    11.5158    11.5725    11.7428    12.0996
   2021     10     21   12.00      2688.00   0.11235E+02   0.00000E+00   0.11235E+02   0.11691E+02   0.12830E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.86869E+02   0.94094E+02  -0.27082E+03  -0.11918E+04   0.54509E-02   0.82959E-05   0.78265E-02       0.27      11.09     0.0000  0.00   0.11917E+00   0.30503E+00    11.7104    11.7536    11.8092    11.9864    12.3224
   2021     10     22   12.00      2712.00   0.10052E+02   0.00000E+00   0.10052E+02   0.10684E+02   0.11881E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.97168E+02   0.10434E+03  -0.29012E+03  -0.12879E+04   0.69060E-02   0.12769E-04   0.16732E-01       0.27      11.97     0.0000  0.00   0.15596E+00  -0.31005E+01    10.7151    10.7711    10.8384    11.0218    11.3886
   2021     10     23   12.00      2736.00   0.10528E+02   0.00000E+00   0.10528E+02   0.10988E+02   0.12206E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.79693E+02   0.86652E+02  -0.25727E+03  -0.12534E+04   0.49838E-02   0.59216E-05   0.44482E-02       0.27      17.66     0.0000  0.00   0.84046E-01  -0.11027E+01    11.0088    11.0543    11.1129    11.3019    11.6662
   2021     10     24   12.00      2760.00   0.10492E+02   0.00000E+00   0.10492E+02   0.10957E+02   0.12125E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.86361E+02   0.88364E+02  -0.28375E+03  -0.12610E+04   0.47680E-02   0.55696E-05   0.37383E-02       0.27      14.53     0.0000  0.00   0.94161E-01   0.89437E+00    10.9781    11.0232    11.0800    11.2589    11.6321
   2021     10     25   12.00      2784.00   0.10284E+02   0.00000E+00   0.10284E+02   0.10617E+02   0.11866E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.78253E+02   0.75615E+02  -0.28340E+03  -0.12956E+04   0.35021E-02   0.36071E-05   0.74788E-03       0.27       9.40     0.0000  0.00   0.50034E-01   0.41547E+00    10.6288    10.6657    10.7175    10.9123    11.2656
   2021     10     26   12.00      2808.00   0.10315E+02   0.00000E+00   0.10315E+02   0.10620E+02   0.11842E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.75522E+02   0.71522E+02  -0.26278E+03  -0.12846E+04   0.31999E-02   0.33518E-05   0.52451E-03       0.27      10.12     0.0000  0.00   0.38706E-01   0.50014E+00    10.6293    10.6632    10.7140    10.9106    11.3092
   2021     10     27   12.00      2832.00   0.10389E+02   0.00000E+00   0.10389E+02   0.10840E+02   0.12038E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.97542E+02   0.93365E+02  -0.30156E+03  -0.12735E+04   0.42599E-02   0.67062E-05   0.61887E-02       0.27      18.63     0.0000  0.00   0.56162E-01  -0.16280E+01    10.8600    10.9018    10.9587    11.1420    11.5191
   2021     10     28   12.00      2856.00   0.81477E+01   0.00000E+00   0.81477E+01   0.89189E+01   0.10324E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.13105E+03   0.11128E+03  -0.37170E+03  -0.14599E+04   0.61221E-02   0.12856E-04   0.13993E-01       0.27      18.46     0.0000  0.00   0.39063E-01  -0.42069E+01     8.9557     9.0236     9.1048     9.3180     9.7492
   2021     10     29   12.00      2880.00   0.71152E+01   0.00000E+00   0.71152E+01   0.78123E+01   0.92436E+01   0.00000E+00   0.00000E+00   0.00000E+00   0.12072E+03   0.91266E+02  -0.36297E+03  -0.15534E+04   0.47868E-02   0.59311E-05   0.42938E-02       0.28      14.17     0.0000  0.00  -0.24536E-01  -0.25653E+01     7.8428     7.9176     8.0012     8.2185     8.7024
