   2021     12     26   12.00      4272.00   0.10291E+02   0.00000E+00   0.10291E+02   0.10911E+02   0.11976E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.10801E+03   0.10974E+03  -0.25937E+03  -0.12322E+04   0.12859E-01   0.38643E-03   0.22364E+00       0.31       7.52     0.0000  0.00  -0.33777E+00   0.15936E+02    10.9388    10.9844    11.0579    11.2159    11.6730
   2021     12     27   12.00      4296.00   0.10415E+02   0.00000E+00   0.10415E+02   0.11002E+02   0.12009E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.98114E+02   0.10431E+03  -0.24415E+03  -0.12399E+04   0.10721E-01   0.22679E-03   0.13595E+00       0.31       7.10     0.0000  0.00  -0.25125E+00   0.11605E+02    11.0286    11.0725    11.1437    11.2934    11.6687
   2021     12     28   12.00      4320.00   0.10162E+02   0.00000E+00   0.10162E+02   0.10883E+02   0.11970E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.98858E+02   0.10240E+03  -0.28744E+03  -0.12481E+04   0.10502E-01   0.22928E-03   0.12746E+00       0.31       8.11     0.0000  0.00  -0.16870E+00   0.11818E+02    10.9157    10.9639    11.0360    11.2006    11.6064
   2021     12     29   12.00      4344.00   0.94624E+01   0.00000E+00   0.94624E+01   0.10080E+02   0.11233E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.92571E+02   0.88162E+02  -0.27154E+03  -0.13315E+04   0.87940E-02   0.13386E-03   0.82370E-01       0.31       9.91     0.0000  0.00  -0.49062E-01   0.89878E+01    10.1055    10.1594    10.2331    10.4059    10.7955
   2021     12     30   12.00      4368.00   0.80772E+01   0.00000E+00   0.80772E+01   0.90671E+01   0.10322E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.19702E+03   0.10918E+03  -0.42821E+03  -0.14480E+04   0.95831E-02   0.11036E-03   0.81598E-01       0.31      16.14     0.0000  0.00   0.37035E+00  -0.31189E+01     9.1171     9.1846     9.2714     9.4552     9.8737
   2021     12     31   12.00      4392.00  -0.15625E+01   0.00000E+00   0.11328E+01   0.19281E+01   0.52842E+01   0.00000E+00  -0.26953E+01   0.00000E+00   0.29877E+03   0.98013E+02  -0.55456E+03  -0.43213E+04   0.15589E-01   0.25283E-03   0.18365E+00       0.37       8.43     0.0000  0.00   0.33876E+00  -0.89194E+01     1.8674     2.0242     2.6271     3.7903     5.1643
   2022      1      1   12.00      4416.00  -0.39497E+01   0.00000E+00   0.44156E-03   0.35757E+00   0.42177E+01   0.00000E+00  -0.39501E+01   0.00000E+00   0.30109E+03   0.12093E+03  -0.57416E+03  -0.58406E+04   0.16236E-01   0.18415E-03   0.13883E+00       0.40       8.77     0.0000  0.00   0.87207E-01  -0.85442E+01     0.2904     0.3726     0.8446     2.2969     4.1658
   2022      1      2   12.00      4440.00  -0.38789E+01   0.00000E+00  -0.10345E-02   0.47563E+00   0.51374E+01   0.00000E+00  -0.38779E+01   0.00000E+00   0.27666E+03   0.11124E+03  -0.54121E+03  -0.40425E+04   0.12981E-01   0.35774E-04   0.69053E-01       0.40      17.40     0.0000  0.00   0.47599E-01  -0.62514E+01     0.2999     0.4121     1.6987     3.8833     5.0873
   2022      1      3   12.00      4464.00  -0.39778E+01   0.00000E+00   0.21147E-02   0.39884E+00   0.44328E+01   0.00000E+00  -0.39799E+01   0.00000E+00   0.29657E+03   0.12330E+03  -0.57528E+03  -0.34579E+04   0.14625E-01   0.20410E-03   0.97272E-01       0.40      18.36     0.0000  0.00   0.16197E+00  -0.73511E+01     0.2725     0.3689     1.2893     2.9792     4.3858
   2022      1      4   12.00      4488.00  -0.40885E+01   0.00000E+00  -0.14344E-03   0.22570E+00   0.31510E+01   0.00000E+00  -0.40884E+01   0.00000E+00   0.29683E+03   0.13232E+03  -0.58178E+03  -0.35296E+04   0.16099E-01   0.37714E-03   0.10897E+00       0.40      18.59     0.0000  0.00   0.31550E+00  -0.68901E+01     0.1883     0.2431     0.4819     1.5493     3.1269
   2022      1      5   12.00      4512.00  -0.36193E+01   0.00000E+00  -0.55140E-03   0.55611E+00   0.52203E+01   0.00000E+00  -0.36187E+01   0.00000E+00   0.24619E+03   0.11002E+03  -0.49928E+03  -0.40946E+04   0.12222E-01   0.14200E-04   0.53413E-01       0.40      17.51     0.0000  0.00   0.24446E+00  -0.24156E+01     0.3260     0.4835     2.2059     4.0576     5.1638
   2022      1      6   12.00      4536.00  -0.30499E+01   0.00000E+00  -0.77689E-03   0.81560E+00   0.53892E+01   0.00000E+00  -0.30491E+01   0.00000E+00   0.19555E+03   0.87765E+02  -0.41906E+03  -0.44102E+04   0.86383E-02   0.63562E-06   0.16893E-01       0.40      16.88     0.0000  0.00   0.14826E+00  -0.18430E+01     0.3223     0.7292     4.1711     4.6578     5.3143
   2022      1      7   12.00      4560.00  -0.28828E+01   0.00000E+00   0.10381E-02   0.91961E+00   0.53874E+01   0.00000E+00  -0.28839E+01   0.00000E+00   0.18141E+03   0.87520E+02  -0.39818E+03  -0.48456E+04   0.88356E-02   0.53154E-06   0.20117E-01       0.40      16.39     0.0000  0.00   0.12845E+00  -0.24755E+01     0.4070     1.0008     4.1911     4.6531     5.3039
   2022      1      8   12.00      4584.00  -0.34354E+01   0.00000E+00   0.11965E-02   0.44083E+00   0.44894E+01   0.00000E+00  -0.34366E+01   0.00000E+00   0.23955E+03   0.12145E+03  -0.49814E+03  -0.42234E+04   0.14362E-01   0.14696E-03   0.90162E-01       0.40      16.04     0.0000  0.00   0.27947E+00  -0.50851E+01     0.2965     0.4242     1.4508     3.0483     4.4421
   2022      1      9   12.00      4608.00  -0.46247E+01   0.00000E+00  -0.10630E-03   0.13818E+00   0.13679E+01   0.00000E+00  -0.46246E+01   0.00000E+00   0.30627E+03   0.14257E+03  -0.59603E+03  -0.24728E+04   0.18988E-01   0.98516E-03   0.14049E+00       0.40      13.54     0.0000  0.00   0.51671E+00  -0.78642E+01     0.1271     0.1639     0.2757     0.6014     1.3126
   2022      1     10   12.00      4632.00  -0.39483E+01   0.00000E+00  -0.53071E-03   0.42734E+00   0.40969E+01   0.00000E+00  -0.39478E+01   0.00000E+00   0.26856E+03   0.11789E+03  -0.52313E+03  -0.40769E+04   0.13711E-01   0.23146E-03   0.71952E-01       0.40      18.39     0.0000  0.00   0.26018E+00  -0.49121E+01     0.2440     0.3553     1.8039     3.0048     4.0504
   2022      1     11   12.00      4656.00  -0.26736E+01   0.00000E+00   0.59308E-04   0.89966E+00   0.53649E+01   0.00000E+00  -0.26737E+01   0.00000E+00   0.18091E+03   0.87446E+02  -0.37475E+03  -0.43547E+04   0.87735E-02   0.55369E-06   0.19298E-01       0.40      19.31     0.0000  0.00   0.10159E+00  -0.30106E+01     0.4038     0.8631     4.2623     4.6336     5.2919
   2022      1     12   12.00      4680.00  -0.17476E+01   0.00000E+00   0.30514E-02   0.98263E+00   0.53819E+01   0.00000E+00  -0.17507E+01   0.00000E+00   0.11764E+03   0.70852E+02  -0.24674E+03  -0.45761E+04   0.79083E-02   0.43363E-06   0.13476E-01       0.39      18.32     0.0000  0.00   0.11526E+00  -0.22658E+01     0.4071     1.2122     4.3500     4.6808     5.2984
   2022      1     13   12.00      4704.00   0.29746E+01   0.00000E+00   0.29995E+01   0.37957E+01   0.57282E+01   0.00000E+00  -0.24853E-01   0.00000E+00   0.12565E+03   0.86632E+02  -0.28221E+03  -0.19222E+04   0.82651E-02   0.69590E-04   0.43631E-01       0.31      21.13     0.0000  0.00   0.20193E+00  -0.58242E+01     3.7247     3.9387     4.5123     4.8355     5.4996
   2022      1     14   12.00      4728.00   0.47739E+01   0.00000E+00   0.47739E+01   0.54826E+01   0.68283E+01   0.00000E+00   0.00000E+00   0.00000E+00   0.14323E+03   0.10494E+03  -0.33250E+03  -0.17382E+04   0.91328E-02   0.94174E-04   0.50872E-01       0.31      24.51     0.0000  0.00   0.25649E+00  -0.60036E+01     5.5071     5.5772     5.6950     5.8955     6.4156
   2022      1     15   12.00      4752.00   0.71968E+01   0.00000E+00   0.71968E+01   0.75884E+01   0.89419E+01   0.00000E+00   0.00000E+00   0.00000E+00   0.91362E+02   0.71710E+02  -0.23964E+03  -0.15203E+04   0.34123E-02   0.32663E-05   0.35154E-02       0.30      31.41     0.0000  0.00   0.62166E-01  -0.70948E+00     7.6048     7.6532     7.7235     7.9331     8.4689
   2022      1     16   12.00      4776.00   0.92553E+01   0.00000E+00   0.92553E+01   0.94253E+01   0.10700E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.11163E+03   0.77615E+02  -0.28550E+03  -0.13698E+04   0.12798E-02   0.13295E-05   0.93814E-05       0.30      30.84     0.0000  0.00  -0.46510E-02   0.81138E-01     9.4257     9.4473     9.4992     9.7074    10.1719
   2022      1     17   12.00      4800.00   0.85631E+01   0.00000E+00   0.85631E+01   0.87821E+01   0.10167E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.13059E+03   0.80559E+02  -0.32051E+03  -0.14481E+04   0.21001E-02   0.20028E-05   0.73828E-04       0.30      26.24     0.0000  0.00  -0.19112E-01   0.20912E-01     8.7857     8.8151     8.8691     9.0920     9.5577
   2022      1     18   12.00      4824.00   0.84335E+01   0.00000E+00   0.84335E+01   0.86521E+01   0.10016E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.12376E+03   0.80594E+02  -0.31387E+03  -0.14564E+04   0.19691E-02   0.19574E-05   0.60562E-04       0.30      27.70     0.0000  0.00  -0.10922E-01   0.22380E+00     8.6554     8.6846     8.7386     8.9577     9.4367
   2022      1     19   12.00      4848.00   0.66275E+01   0.00000E+00   0.67568E+01   0.74808E+01   0.89277E+01   0.00000E+00  -0.12930E+00   0.00000E+00   0.20031E+03   0.10601E+03  -0.43929E+03  -0.20481E+04   0.47860E-02   0.38582E-04   0.19828E-01       0.31      20.18     0.0000  0.00  -0.76447E-02  -0.35002E+01     7.5124     7.5775     7.6726     7.9014     8.3997
   2022      1     20   12.00      4872.00  -0.39573E+01   0.00000E+00  -0.17759E-03   0.61170E+00   0.54185E+01   0.00000E+00  -0.39571E+01   0.00000E+00   0.31815E+03   0.10725E+03  -0.54887E+03  -0.45385E+04   0.11725E-01   0.13537E-05   0.49559E-01       0.40       5.72     0.0000  0.00   0.54866E-01  -0.52335E+01     0.3659     0.5280     2.4178     4.4606     5.3501
   2022      1     21   12.00      4896.00  -0.25567E+01   0.00000E+00   0.65944E-02   0.56515E+00   0.51027E+01   0.00000E+00  -0.25633E+01   0.00000E+00   0.20664E+03   0.89057E+02  -0.36850E+03  -0.44756E+04   0.12561E-01   0.61948E-04   0.67930E-01       0.39      16.63     0.0000  0.00   0.28433E+00  -0.11305E+01     0.3320     0.4797     2.3027     3.9476     5.0408
   2022      1     22   12.00      4920.00  -0.14915E+01   0.00000E+00   0.21773E-01   0.94581E+00   0.50214E+01   0.00000E+00  -0.15132E+01   0.00000E+00   0.10571E+03   0.68606E+02  -0.22562E+03  -0.44702E+04   0.96663E-02   0.84192E-04   0.45266E-01       0.39      30.85     0.0000  0.00   0.20671E+00   0.20744E+01     0.4656     1.6086     3.2867     4.1438     4.9449
   2022      1     23   12.00      4944.00   0.26260E+01   0.00000E+00   0.29506E+01   0.42416E+01   0.60048E+01   0.00000E+00  -0.32456E+00   0.00000E+00   0.94505E+02   0.56820E+02  -0.25990E+03  -0.24658E+04   0.34902E-02   0.20527E-05   0.14924E-02       0.33      24.53     0.0000  0.00   0.43854E-01   0.52457E-01     4.3795     4.9121     5.0287     5.2151     5.7689
   2022      1     24   12.00      4968.00   0.48059E+01   0.00000E+00   0.48059E+01   0.56566E+01   0.71192E+01   0.00000E+00   0.00000E+00   0.00000E+00   0.15491E+03   0.97790E+02  -0.38692E+03  -0.17186E+04   0.74784E-02   0.93973E-04   0.57508E-01       0.30      26.19     0.0000  0.00  -0.17043E+00  -0.48224E+01     5.6932     5.7827     5.8977     6.1149     6.7049
   2022      1     25   12.00      4992.00   0.40816E+01   0.00000E+00   0.40816E+01   0.48779E+01   0.63639E+01   0.00000E+00   0.00000E+00   0.00000E+00   0.16218E+03   0.99738E+02  -0.37337E+03  -0.17943E+04   0.81581E-02   0.10741E-03   0.60773E-01       0.30      27.65     0.0000  0.00  -0.26748E+00  -0.14666E+01     4.9033     5.0014     5.1412     5.3744     5.9682
   2022      1     26   12.00      5016.00   0.51874E+01   0.00000E+00   0.52632E+01   0.59729E+01   0.75310E+01   0.00000E+00  -0.75850E-01   0.00000E+00   0.16780E+03   0.87176E+02  -0.38508E+03  -0.39928E+04   0.43558E-02   0.19671E-04   0.10915E-01       0.30      39.51     0.0000  0.00   0.10976E-01  -0.98110E+00     5.9999     6.0747     6.1719     6.4152     6.9988
   2022      1     27   12.00      5040.00  -0.40821E+01   0.00000E+00  -0.12072E-02   0.56431E+00   0.52798E+01   0.00000E+00  -0.40809E+01   0.00000E+00   0.31569E+03   0.11244E+03  -0.57388E+03  -0.42986E+04   0.12648E-01   0.12851E-04   0.63577E-01       0.40      52.12     0.0000  0.00   0.72919E-01  -0.59157E+01     0.3699     0.5121     1.9865     4.1005     5.2253
   2022      1     28   12.00      5064.00  -0.43153E+01   0.00000E+00  -0.68405E-03   0.33990E+00   0.43632E+01   0.00000E+00  -0.43146E+01   0.00000E+00   0.34544E+03   0.12626E+03  -0.62236E+03  -0.35989E+04   0.15239E-01   0.11664E-03   0.11077E+00       0.40      46.45     0.0000  0.00   0.81000E-01  -0.79932E+01     0.2604     0.3447     0.8543     2.5557     4.3348
   2022      1     29   12.00      5088.00  -0.40692E+01   0.00000E+00   0.30571E-05   0.46132E+00   0.48738E+01   0.00000E+00  -0.40692E+01   0.00000E+00   0.31133E+03   0.11597E+03  -0.57680E+03  -0.39845E+04   0.13282E-01   0.68518E-04   0.74767E-01       0.40      46.22     0.0000  0.00   0.37003E-01  -0.66689E+01     0.3005     0.4187     1.6244     3.3297     4.8289
   2022      1     30   12.00      5112.00  -0.35424E+01   0.00000E+00  -0.76840E-03   0.76330E+00   0.53850E+01   0.00000E+00  -0.35416E+01   0.00000E+00   0.24761E+03   0.98085E+02  -0.48784E+03  -0.45020E+04   0.10060E-01   0.71746E-06   0.30573E-01       0.40      46.08     0.0000  0.00   0.97971E-01  -0.37327E+01     0.3790     0.6228     3.7172     4.6003     5.3150
   2022      1     31   12.00      5136.00  -0.35659E+01   0.00000E+00   0.20489E-02   0.31799E+00   0.36232E+01   0.00000E+00  -0.35679E+01   0.00000E+00   0.27796E+03   0.13097E+03  -0.53567E+03  -0.26258E+04   0.16160E-01   0.40608E-03   0.12136E+00       0.40      24.12     0.0000  0.00   0.45586E+00  -0.28943E+01     0.2289     0.3119     0.9663     2.2496     3.5697
   2022      2      1   12.00      5160.00  -0.29599E+01   0.00000E+00  -0.26482E-03   0.11982E+00   0.11200E+01   0.00000E+00  -0.29596E+01   0.00000E+00   0.25600E+03   0.14883E+03  -0.49601E+03   0.24418E+04   0.20952E-01   0.14996E-02   0.21358E+00       0.40      10.50     0.0000  0.00   0.67533E+00  -0.95259E+01     0.1143     0.1422     0.2238     0.4831     0.9989
   2022      2      2   12.00      5184.00  -0.27249E+01   0.00000E+00  -0.51037E-03   0.10969E+00   0.10819E+01   0.00000E+00  -0.27244E+01   0.00000E+00   0.24387E+03   0.14786E+03  -0.44089E+03   0.20068E+04   0.22271E-01   0.17059E-02   0.25850E+00       0.40      21.05     0.0000  0.00   0.51518E+00  -0.16191E+02     0.1041     0.1304     0.2155     0.4512     0.9908
   2022      2      3   12.00      5208.00  -0.31165E+01   0.00000E+00  -0.22823E-03   0.78860E-01   0.63136E+00   0.00000E+00  -0.31163E+01   0.00000E+00   0.26611E+03   0.14825E+03  -0.46802E+03   0.28598E+04   0.22630E-01   0.19390E-02   0.22631E+00       0.40      11.25     0.0000  0.00   0.86663E+00  -0.89066E+01     0.0783     0.0990     0.1459     0.2611     0.4816
   2022      2      4   12.00      5232.00  -0.25680E+01   0.00000E+00   0.21358E-02   0.29730E+00   0.28319E+01   0.00000E+00  -0.25701E+01   0.00000E+00   0.21557E+03   0.12041E+03  -0.38524E+03  -0.16456E+02   0.17270E-01   0.94349E-03   0.14005E+00       0.40      18.98     0.0000  0.00   0.59896E+00  -0.30045E+01     0.1939     0.2753     1.0660     2.0785     2.7469
   2022      2      5   12.00      5256.00  -0.14652E+01   0.00000E+00   0.11351E-02   0.17672E+01   0.54440E+01   0.00000E+00  -0.14663E+01   0.00000E+00   0.96819E+02   0.55157E+02  -0.20571E+03  -0.56387E+04   0.54294E-02   0.37339E-06   0.66125E-02       0.40      31.29     0.0000  0.00   0.57850E-01  -0.17728E+01     1.4482     2.9559     4.4378     4.7681     5.3375
   2022      2      6   12.00      5280.00   0.38339E+01   0.00000E+00   0.38646E+01   0.47482E+01   0.60868E+01   0.00000E+00  -0.30701E-01   0.00000E+00   0.17067E+03   0.84293E+02  -0.38098E+03  -0.19936E+04   0.48196E-02   0.20328E-04   0.13247E-01       0.29      24.56     0.0000  0.00   0.97167E-02  -0.33762E+01     4.7888     4.8845     5.0162     5.2281     5.7870
   2022      2      7   12.00      5304.00  -0.37360E+01   0.00000E+00   0.92933E-01   0.97859E+00   0.53545E+01   0.00000E+00  -0.38289E+01   0.00000E+00   0.28751E+03   0.93498E+02  -0.54191E+03  -0.42546E+04   0.91059E-02   0.66399E-05   0.24361E-01       0.39      18.42     0.0000  0.00   0.30004E-01  -0.40691E+01     0.5536     0.9235     4.0545     4.5931     5.2761
   2022      2      8   12.00      5328.00  -0.38393E+01   0.00000E+00  -0.32822E-03   0.19450E+01   0.53554E+01   0.00000E+00  -0.38390E+01   0.00000E+00   0.22210E+03   0.64473E+02  -0.45611E+03  -0.50300E+04   0.50783E-02   0.18457E-06   0.31191E-02       0.40       9.19     0.0000  0.00   0.53655E-01  -0.53501E+00     1.6119     3.7708     4.4995     4.6950     5.2593
   2022      2      9   12.00      5352.00  -0.38417E+01   0.00000E+00  -0.81303E-03   0.10737E+01   0.53780E+01   0.00000E+00  -0.38409E+01   0.00000E+00   0.27657E+03   0.83945E+02  -0.51705E+03  -0.47287E+04   0.74906E-02   0.33139E-06   0.11446E-01       0.40      11.37     0.0000  0.00   0.72103E-01   0.26622E+01     0.4245     1.7241     4.4170     4.6713     5.2930
   2022      2     10   12.00      5376.00  -0.33216E+01   0.00000E+00  -0.57657E-03   0.11651E+01   0.53837E+01   0.00000E+00  -0.33211E+01   0.00000E+00   0.23920E+03   0.83052E+02  -0.44964E+03  -0.49978E+04   0.76101E-02   0.40229E-06   0.14123E-01       0.40      25.57     0.0000  0.00   0.10577E+00  -0.58633E+00     0.4606     2.2446     4.1938     4.6557     5.2936
   2022      2     11   12.00      5400.00  -0.32167E+01   0.00000E+00   0.63712E-03   0.51045E+00   0.52004E+01   0.00000E+00  -0.32173E+01   0.00000E+00   0.27029E+03   0.11404E+03  -0.46064E+03  -0.40039E+04   0.13500E-01   0.25358E-04   0.81148E-01       0.40      37.59     0.0000  0.00   0.80393E-01  -0.63766E+01     0.3439     0.4852     1.6441     3.7613     5.1508
   2022      2     12   12.00      5424.00  -0.24097E+01   0.00000E+00   0.46742E-02   0.56043E+00   0.51033E+01   0.00000E+00  -0.24143E+01   0.00000E+00   0.19523E+03   0.10146E+03  -0.34907E+03  -0.38951E+04   0.12200E-01   0.36435E-04   0.62658E-01       0.39      41.49     0.0000  0.00  -0.22950E-01  -0.60111E+01     0.3481     0.4978     2.1009     3.8632     5.0498
   2022      2     13   12.00      5448.00  -0.26759E+01   0.00000E+00   0.14167E-02   0.92903E+00   0.53847E+01   0.00000E+00  -0.26773E+01   0.00000E+00   0.18802E+03   0.83487E+02  -0.35945E+03  -0.45928E+04   0.85257E-02   0.52626E-06   0.18584E-01       0.40      71.47     0.0000  0.00  -0.46735E-01  -0.35057E+01     0.4296     0.9280     4.2668     4.6467     5.3065
   2022      2     14   12.00      5472.00  -0.31169E+01   0.00000E+00  -0.10954E-02   0.83693E+00   0.53812E+01   0.00000E+00  -0.31159E+01   0.00000E+00   0.22812E+03   0.95723E+02  -0.42466E+03  -0.46566E+04   0.10068E-01   0.93542E-06   0.33568E-01       0.40      50.39     0.0000  0.00  -0.14613E-01  -0.44227E+01     0.4320     0.8146     3.6315     4.5375     5.3051
   2022      2     15   12.00      5496.00  -0.26754E+01   0.00000E+00   0.22598E-02   0.53008E+00   0.53845E+01   0.00000E+00  -0.26777E+01   0.00000E+00   0.21837E+03   0.10609E+03  -0.38942E+03  -0.39546E+04   0.12246E-01   0.32272E-05   0.59387E-01       0.39      34.05     0.0000  0.00   0.54758E-01  -0.58387E+01     0.3317     0.4553     1.9013     4.2763     5.3324
   2022      2     16   12.00      5520.00  -0.24378E+01   0.00000E+00   0.23145E-02   0.65308E+00   0.54175E+01   0.00000E+00  -0.24401E+01   0.00000E+00   0.17922E+03   0.97391E+02  -0.34092E+03  -0.44013E+04   0.11638E-01   0.11035E-05   0.51121E-01       0.40      60.57     0.0000  0.00   0.81678E-01  -0.50883E+01     0.3849     0.5799     2.6202     4.5237     5.3464
   2022      2     17   12.00      5544.00  -0.22558E+01   0.00000E+00   0.38843E-02   0.50742E+00   0.52410E+01   0.00000E+00  -0.22597E+01   0.00000E+00   0.16843E+03   0.97671E+02  -0.32305E+03  -0.38801E+04   0.12912E-01   0.18895E-04   0.71454E-01       0.40      48.28     0.0000  0.00   0.12102E+00  -0.59329E+01     0.3275     0.4396     1.7788     4.0202     5.1951
   2022      2     18   12.00      5568.00  -0.18072E+01   0.00000E+00   0.49829E-03   0.13658E+01   0.53813E+01   0.00000E+00  -0.18077E+01   0.00000E+00   0.11848E+03   0.66484E+02  -0.24506E+03  -0.57438E+04   0.75271E-02   0.51890E-05   0.25485E-01       0.40      46.57     0.0000  0.00   0.65726E-01  -0.29738E+01     1.0586     2.1770     3.7134     4.4892     5.2791
   2022      2     19   12.00      5592.00   0.41217E+01   0.00000E+00   0.44256E+01   0.57662E+01   0.69348E+01   0.00000E+00  -0.30393E+00   0.00000E+00   0.96605E+02   0.57406E+02  -0.24692E+03  -0.35334E+04   0.22530E-03   0.51029E-07   0.31998E-07       0.32      47.54     0.0000  0.00   0.13022E-03  -0.39434E-02     5.8041     5.8390     5.9203     6.1016     6.6246
   2022      2     20   12.00      5616.00   0.68435E+01   0.00000E+00   0.68435E+01   0.74597E+01   0.87706E+01   0.00000E+00   0.00000E+00   0.00000E+00   0.14637E+03   0.10323E+03  -0.32498E+03  -0.15602E+04   0.88820E-02   0.18354E-03   0.13666E+00       0.27      63.21     0.0000  0.00   0.41872E+00  -0.28542E+01     7.4878     7.5424     7.6239     7.8213     8.3334
   2022      2     21   12.00      5640.00   0.80872E+01   0.00000E+00   0.80872E+01   0.87217E+01   0.98911E+01   0.00000E+00   0.00000E+00   0.00000E+00   0.11255E+03   0.10688E+03  -0.27685E+03  -0.14348E+04   0.14520E-01   0.39563E-03   0.29746E+00       0.27      63.42     0.0000  0.00   0.81358E+00   0.37089E+01     8.7525     8.8008     8.8823     9.0601     9.5772
   2022      2     22   12.00      5664.00   0.93053E+01   0.00000E+00   0.93053E+01   0.99813E+01   0.11060E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.99397E+02   0.10113E+03  -0.26119E+03  -0.13239E+04   0.10841E-01   0.13400E-03   0.11207E+00       0.27      46.70     0.0000  0.00   0.39662E+00   0.84744E+01    10.0104    10.0626    10.1484    10.3090    10.7172
   2022      2     23   12.00      5688.00   0.99701E+01   0.00000E+00   0.99701E+01   0.10547E+02   0.11580E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.10501E+03   0.11286E+03  -0.27090E+03  -0.12862E+04   0.11349E-01   0.18670E-03   0.13002E+00       0.27      41.61     0.0000  0.00   0.48235E+00  -0.41825E+01    10.5720    10.6121    10.6744    10.8234    11.1861
   2022      2     24   12.00      5712.00   0.10072E+02   0.00000E+00   0.10072E+02   0.10667E+02   0.11672E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.10057E+03   0.11944E+03  -0.26896E+03  -0.12688E+04   0.13734E-01   0.41630E-03   0.22159E+00       0.26      39.38     0.0000  0.00   0.63651E+00  -0.10356E+02    10.6934    10.7356    10.8048    10.9543    11.3711
   2022      2     25   12.00      5736.00   0.10159E+02   0.00000E+00   0.10159E+02   0.10835E+02   0.11890E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.95271E+02   0.11958E+03  -0.27391E+03  -0.12520E+04   0.13066E-01   0.28289E-03   0.21176E+00       0.26      33.36     0.0000  0.00   0.55300E+00  -0.11329E+02    10.8683    10.9151    10.9866    11.1443    11.5740
   2022      2     26   12.00      5760.00   0.99973E+01   0.00000E+00   0.99973E+01   0.10595E+02   0.11613E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.97728E+02   0.11586E+03  -0.28286E+03  -0.12879E+04   0.11508E-01   0.19749E-03   0.12199E+00       0.26      34.02     0.0000  0.00   0.47224E+00  -0.45686E+01    10.6210    10.6631    10.7309    10.8801    11.2477
   2022      2     27   12.00      5784.00   0.99509E+01   0.00000E+00   0.99509E+01   0.10519E+02   0.11643E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.99546E+02   0.10753E+03  -0.27854E+03  -0.12906E+04   0.87242E-02   0.36851E-04   0.37551E-01       0.26      29.05     0.0000  0.00   0.30013E+00   0.21490E+01    10.5463    10.5924    10.6592    10.8240    11.1888
   2022      2     28   12.00      5808.00   0.10059E+02   0.00000E+00   0.10059E+02   0.10517E+02   0.11699E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.94305E+02   0.94970E+02  -0.26837E+03  -0.12879E+04   0.57306E-02   0.78183E-05   0.71436E-02       0.26      15.31     0.0000  0.00   0.13998E+00   0.21895E-01    10.5357    10.5812    10.6422    10.8234    11.1856
   2022      3      1   12.00      5832.00   0.10270E+02   0.00000E+00   0.10270E+02   0.10577E+02   0.11793E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.86942E+02   0.77956E+02  -0.28144E+03  -0.12856E+04   0.34121E-02   0.37873E-05   0.71338E-03       0.26      31.84     0.0000  0.00   0.48219E-01  -0.23910E+00    10.5874    10.6198    10.6739    10.8682    11.2776
   2022      3      2   12.00      5856.00   0.93209E+01   0.00000E+00   0.93209E+01   0.98843E+01   0.11151E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.11916E+03   0.10309E+03  -0.34524E+03  -0.13619E+04   0.51578E-02   0.77898E-05   0.70850E-02       0.26      42.66     0.0000  0.00   0.73259E-01  -0.23797E+01     9.9092     9.9619    10.0299    10.2240    10.6349
   2022      3      3   12.00      5880.00   0.83207E+01   0.00000E+00   0.83207E+01   0.89879E+01   0.10306E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.11866E+03   0.10923E+03  -0.31355E+03  -0.14369E+04   0.73567E-02   0.18308E-04   0.21798E-01       0.26      27.02     0.0000  0.00   0.14148E+00  -0.46634E+01     9.0198     9.0824     9.1601     9.3548     9.7647
   2022      3      4   12.00      5904.00   0.91209E+01   0.00000E+00   0.91209E+01   0.96632E+01   0.10862E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.10397E+03   0.10366E+03  -0.27416E+03  -0.13551E+04   0.87807E-02   0.13696E-03   0.87222E-01       0.25      17.60     0.0000  0.00   0.22697E+00   0.60221E+01     9.6852     9.7429     9.8151     9.9961    10.4316
   2022      3      5   12.00      5928.00   0.89186E+01   0.00000E+00   0.89186E+01   0.96155E+01   0.10806E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.11250E+03   0.10569E+03  -0.28517E+03  -0.13659E+04   0.97013E-02   0.23274E-03   0.13321E+00       0.25      13.96     0.0000  0.00   0.19545E+00   0.11143E+02     9.6493     9.7044     9.7848     9.9616    10.4118
